Num	MZ	True_MZ	0.200704225	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.098591549	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	Fg14N_15N01.Area	Fg14N_15N01.RT-Shift	Fg14N_15N01.MZ-Shift	Fg14N_15N01.MZ
122	376.2434432	376.2434432	0	378.2375259	0.034061989	9	0.072988688	0.21751032	-0.217304227	0.59380833	-0.136192971	0.188252051	8.916692996	9.29185	0		-0.006286904	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	275540.1573	158880.0344	1.734265468	1.72200526	3	15	15	15	31	0.981168827	-	-	0.04889	-1	0.002	0.09424	-1	0.03874	281034.38	0.37515736	-0.08111126	376.2434
82	131.0811622	131.0811622	0	133.0752153	-0.127481323	12	-0.079110956	0.594420897	-2.369838056	0.656748747	-0.274508731	0.307527193	8.950305724	9.325933333	0		-0.006286904	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	97127.76134	51249.57834	1.895191424	1.871492988	15	15	15	15	31	0.939821786	-	-	0.0343	0.00693	0.002	0.06318	0.01775	0.03874	97250.484	0.37562752	0.23281437	131.08119
88	191.1022735	191.1022735	0	193.0963683	0.130802211	28	0.134164334	0.236945688	-0.827060992	0.4504781	0.051247134	0.290785713	8.950305724	9.325933333	0		-0.006286904	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	428353.4351	251432.145	1.703654221	1.642600388	15	15	9.5	15	31	0.991165023	-	34S4 (scans: 12, obs: 21.4%, exp: 17.7%), 37Cl1 (scans: 10, obs: 22.7%, exp: 32.0%), 41K1 (scans: 14, obs: 12.6%, exp: 7.5%)	0.01849	0.00313	0.002	0.03213	0.00692	0.03874	429461.6	0.37562752	0.15969238	191.10231
127	627.28367	627.28367	0	629.2777428	0.004789858	8	-0.178988987	0.688020029	-1.44389842	1.377822623	-0.548731744	0.015612464	8.950305724	9.325933333	0		-0.006286904	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	40923.66039	54566.09855	0.749983259	0.759670312	9.5	9.5	9	9	31	0.980037189	-	34S4 (scans: 10, obs: 32.4%, exp: 17.7%)	-1	-1	0.002	-1	-1	0.03874	40716.395	0.37562752	0.29190215	627.2839
113	303.1547022	303.1547022	0	305.1485749	-0.649986289	54	-0.535974556	0.253831004	-1.075028404	0.032305103	-0.773028357	-0.269694945	8.967352795	9.343216667	0		-0.006286904	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	8520823.693	5344288.758	1.594379361	1.593097285	15	15	15	15	31	0.999155997	[M+H]+	-	0.01834	0.00124	0.002	0.02949	0.00194	0.03874	8601993.0	0.37586403	0.40266675	303.15482
117	325.1363371	325.1363371	0	327.1304099	0.009302559	27	0.142754076	0.725182761	-1.940957146	2.188920952	-0.082512002	0.123981903	8.950305724	9.325933333	0		-0.006286904	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	244843.0796	140115.0338	1.747443318	1.7676959	15	15	15	15	31	0.97794226	[M+Na]+	-	0.02345	0.00506	0.002	0.04132	0.01071	0.03874	245914.42	0.37562752	0.18772174	325.13638
137	303.1607125	303.1607125	0	306.1517683	-0.16112444	7	0.034076024	0.924062928	-1.66284298	1.457762306	-0.837392549	0.934305936	9.000355222	9.377083333	0		-0.006692804	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	65177.48037	793360.7467	0.082153649	0.112701989	11	15	15	15	32	0.596155515	-	-	14.46617	2.79137	0.003	0.04026	0.00836	0.0581	60682.164	0.376729	0.30199406	303.1608
177	611.2491868	611.2491868	0	615.2372281	-0.160835879	22	-0.085964237	0.489767749	-1.066340611	1.230281821	-0.367368566	0.03204403	9.683605856	10.0748	0		-0.013025869	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	436707.637	256812.2353	1.70049389	1.708287029	10.5	10.5	10.5	10.5	34	0.997529517	-	-	-1	-1	0.004	0.06987	0.00782	0.07747	436298.4	0.3911934	-0.09985315	611.24915
97	245.1855578	245.1855578	0	247.1796055	-0.090121132	6	-0.051013867	0.359263548	-0.582393385	0.724512997	-0.383245745	0.239090627	10.15944651	10.5261	0		0.015533696	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34700.01799	34715.25798	0.999561	1.043651017	7	7	6.5	6.5	36	0.980373813	-	-	-1	-1	0.002	-1	-1	0.03874	34583.484	0.3666525	0.18670091	245.18561
106	265.1540791	265.1540791	0	267.1481566	0.029328608	7	0.52032868	0.85840704	-0.883815109	2.914278745	-0.078158837	0.957684942	10.39889898	10.16375	1	1	0.614182698	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36929.34631	37756.57398	0.9780905	0.994413476	8	8	7	7	35	0.973731046	-	-	0.08146	0.02954	0.002	0.07991	0.03019	0.03874				
105	264.6021225	263.1021225	1	265.0962107	0.069910496	19	0.013058104	0.269911979	-0.774716681	0.501188493	-0.194759784	0.199610906	10.55356819	10.92485	0		0.013727515	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	216292.32	132919.146	1.62724729	1.601958531	11.5	11.5	11.5	11.5	37	0.989893795	-	-	0.02225	0.00656	0.002	0.03621	0.01067	0.03874				
592	263.1021												10.553568					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										37										216146.33	0.37128258	-0.34797415	263.10202
134	250.0641872	250.0641872	0	253.0549816	-1.240871808	15	-0.974517777	0.47132262	-1.527761149	-0.124312889	-1.369110477	-0.514837622	10.74482369	11.13966667	0		-0.008572714	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	8181168.478	877122.7894	9.327278434	9.488984364	7	7	7	7	39	0.93099751	-	34S1 (scans: 12, obs: 2.7%, exp: 4.4%)	0.00768	0.00101	0.003	-1	-1	0.0581	8181168.5	0.3948431	0.0	250.0642
98	245.1855578	245.1855578	0	247.1796055	-0.090121132	7	-0.362182053	0.614927342	-1.515897943	0.66227936	-0.868668116	0.114623353	11.05446712	11.4434	0		-0.001163864	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	59622.83543	52256.54504	1.140963976	1.131755374	6	6	6	6	40	0.967398647	-	-	0.04443	0.02841	0.002	0.04642	0.0321	0.03874	59268.02	0.38893318	-0.24893454	245.1855
17	160.0964575	160.0964575	0	161.0934703	-0.138317864	25	-0.045661906	0.183167155	-0.445963793	0.316515992	-0.160033874	0.125896046	11.16732228	11.55258333	0		0.002970618	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	269129.0503	49197.79493	5.470347821	6.287327115	14	15	15	15	41	0.941270966	-	-	0.14208	0.02032	0.001	7.03817	0.93475	0.01937	353247.88	0.38526154	0.0	160.09645
85	173.0916576	173.0916576	0	175.0856874	-0.230845325	6	0.02352163	0.986519579	-0.913118738	3.141983089	-0.4723468	0.144733912	11.29422488	11.69523333	0		-0.012229209	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	47198.23724	31330.26118	1.506474426	1.697557639	8	8	8	8	42	0.977618036	[M+H]+	-	0.04126	0.00533	0.002	0.07314	0.01578	0.03874	47302.67	0.4010086	-0.17630878	173.09163
91	205.1178936	205.1178936	0	207.1119713	0.038751373	13	0.052121341	0.262043109	-0.398596579	0.7916488	-0.101035234	0.181648044	11.29422488	11.69523333	0		-0.012229209	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	220791.5603	141741.5902	1.557704834	1.524156908	8	8	8	8	42	0.98132578	[M+CH3OH+H]+	-	0.0164	0.00524	0.002	0.02552	0.00886	0.03874	220309.97	0.4010086	-0.52073234	205.11778
115	318.670264	317.170264	1	319.1642181	-0.36488099	24	-0.272969649	0.202944259	-0.546432136	0.223314125	-0.450213854	-0.161559006	11.29422488	11.69523333	0		-0.012229209	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	2528739.162	1686832.989	1.499104641	1.500539684	9	9	9	9	42	0.997669772	[M+H]+	-	0.02056	0.00186	0.002	0.03082	0.00275	0.03874				
120	340.6519135	339.1519135	1	341.146061	0.229132129	5	-0.142907604	0.750350821	-1.500818259	0.928696588	-0.690979977	0.748732526	11.29422488	11.69523333	0		-0.012229209	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44035.45151	26156.21163	1.683556171	1.711277628	7	7	7	7	42	0.952089868	[M+Na]+	-	-1	-1	0.002	-1	-1	0.03874				
123	390.2591227	390.2591227	0	392.2531383	-0.138867734	15	-0.292042602	0.703529389	-2.946438554	0.572482429	-0.334617202	0.087653316	11.29422488	11.69523333	0		-0.012229209	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	209495.3183	131298.7937	1.595561637	1.541863962	9	9	9	9	42	0.990312388	-	-	-1	-1	0.002	-1	-1	0.03874	209158.45	0.4010086	-0.312793	390.259
606	317.17026												11.294225					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										42										2528589.2	0.4010086	-0.09621829	317.17023
608	339.15192												11.294225					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										42										44168.62	0.4010086	-0.71985626	339.15167
38	272.1123201	272.1123201	0	273.109434	0.290059634	8	0.232101041	0.42626521	-0.542758111	1.251652557	-0.094155444	0.578748557	11.36577634	11.76635	0		-0.011544566	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44624.22313	39474.3535	1.130461152	1.215356204	11.5	11.5	10.5	10.5	43	0.96002777	-	-	0.86178	0.10948	0.001	1.16038	0.16837	0.01937	44431.02	0.40057468	-0.44860262	272.1122
100	251.1021616	251.1021616	0	253.0962275	-0.015270279	9	-0.079156722	0.588628177	-1.054808759	1.193579673	-0.44713621	0.196996693	11.46410021	11.83715	0		0.016213287	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	77633.05865	37685.30893	2.060035087	2.138340769	9	9	9	9	44	0.969140631	-	-	0.042	0.0133	0.002	0.08605	0.03637	0.03874	77633.07	0.37304974	-0.06076726	251.10214
8	138.0546349	138.0546349	0	139.0516731	0.023721043	17	0.050541337	0.203516998	-0.517166435	0.36705098	-0.075057728	0.234418368	11.57858959	10.97958333	1	1	0.984353407	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	288502.3475	110267.8402	2.616377966	2.729563077	12.5	12.5	10.5	10.5	38	0.822835615	-	-	0.34587	0.10294	0.001	2.89126	0.88172	0.01937				
159	378.6448364	377.1448364	1	381.132977	0.002463775	13	-0.013810728	0.327713893	-0.676321909	0.780191221	-0.271734928	0.132852053	11.74297311	12.12661667	0		0.006431836	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	200953.6	137706.51	1.459289034	1.454070124	8	8	8	8	45	0.987711761	-	-	0.03858	-1	0.004	0.05367	0.00937	0.07747				
616	377.14484												11.742973					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										45										200762.95	0.38364315	0.24275218	377.14493
18	161.5964575	160.0964575	1	161.0934703	-0.138317864	23	-0.081543308	0.204770476	-0.445963793	0.411825965	-0.236281852	0.106834051	11.77913047	12.18046667	0		-0.011133781	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	123414.2125	20429.73756	6.040910324	7.590585771	8.5	8.5	8	8	46	0.764150153	-	-	0.12956	0.0168	0.001	7.71856	0.91648	0.01937				
618	160.09645												11.779131					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										46										123229.27	0.40133572	-0.19061996	160.09642
118	325.1388492	325.1388492	0	327.1328496	-0.213322401	15	-0.182628848	0.143237122	-0.439179899	0.030120805	-0.270231646	-0.044967308	12.25022025	12.65088333	0		-0.009633134	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	556626.1223	306122.4186	1.81831218	1.793448405	7	7	7	7	47	0.994514572	-	-	0.02023	0.00199	0.002	0.03743	0.00444	0.03874	556618.2	0.40066242	-0.37544057	325.13873
166	545.2807772	545.2807772	0	549.2688443	-0.132846788	9	-0.008852641	0.408314227	-0.859546828	0.707521411	-0.232719532	0.192627561	12.56494132	12.95818333	0		-0.001905521	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	82458.42206	52772.79732	1.562517552	1.554137954	7	7	7	7	48	0.965522848	-	-	-1	-1	0.004	0.064	0.00657	0.07747	82316.79	0.39324284	-0.6716007	545.2804
370	897.3344717	897.3344717	0	903.3163543	-0.364137577	7	0.089423692	0.995344638	-0.783477695	2.753473381	-0.674648431	0.685717367	12.57613565	12.97638333	0		-0.008897905	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	65086.77936	42948.24497	1.51547006	-1	7	7	6	6	49	0.984238278	-	-	-1	-1	0.00601	0.2003	0.02103	0.11621	64945.86	0.40024757	0.34009144	897.3348
165	486.7595771	485.2595771	1	489.2475646	-0.313398864	9	-0.215685083	0.822542249	-2.160757657	1.298147383	-0.613683767	0.48058801	13.21510106	13.61138333	0		-0.00473113	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	67660.70444	56065.20045	1.20682177	1.19463897	7	7	7	7	50	0.967255209	-	-	-1	-1	0.004	0.08433	0.0196	0.07747				
626	485.25958												13.215101					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										50										67545.85	0.3962822	0.4402243	485.2598
108	279.1697542	279.1697542	0	281.1637544	-0.249222557	5	-0.028686764	0.751364532	-0.839443305	2.112074891	-0.511496839	0.231848484	13.44090363	13.8468	0		-0.014364601	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	24694.58367	28478.49864	0.867130813	-1	6.5	6.5	6	6	51	0.965007968	-	-	-1	-1	0.002	-1	-1	0.03874	24382.734	0.4058962	-0.21863097	279.1697
129	923.3503613	923.3503613	0	925.3427535	-1.816842739	11	-1.7989314	0.545027094	-2.765670785	-1.245328505	-2.28973755	-1.298209976	14.52450782	14.91651667	0		-0.000694363	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	10493.65034	89403.92185	0.11737349	-1	6	6	7	7	52	0.72865446	-	-	-1	-1	0.002	-1	-1	0.03874	10493.65	0.39200974	0.13220368	923.35046
422	923.3504511	923.3504511	0	931.3249601	-1.917051752	9	-1.632154055	0.726117917	-2.601647589	-0.552490802	-2.337240262	-0.830118496	14.52450782	14.91651667	0		-0.000694363	8	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	10493.65034	50999.96369	0.205757996	-1	6	6	7	7	52	0.707142934	-	-	-1	-1	0.00801	-1	-1	0.15494	10493.65	0.39200974	0.0	923.35046
383	917.3681231	917.3681231	0	923.3501832	-0.162738596	26	-0.162454005	0.676726934	-1.232098227	1.163085964	-0.779674546	0.298158339	14.52977078	14.91651667	0		0.004568599	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	9004.818753	10493.65034	0.858120717	1.541640413	7	7	6	6	53	0.574044667	-	-	-1	-1	0.00601	0.10939	0.0171	0.11621				
368	897.8895941	896.3895941	1	902.3717582	-0.050487199	38	0.168956272	0.536141098	-0.784303553	0.713676172	-0.348527633	0.563878199	14.55015184	14.93358333	0		0.007882233	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	11866.54981	2350.568876	5.048373581	-1	12	12	3	3	54	0.811010358	-	-	-1	-1	0.00601	-1	-1	0.11621				
634	896.3896												14.550152					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										54										11878.499	0.38343143	-0.34044993	896.3893
281	464.1730434	462.6730434	1	465.6640104	-0.297706127	11	-0.126551617	0.463157488	-0.825719923	1.087099028	-0.443156133	0.044942496	14.58239384	14.98526667	0		-0.011560216	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	321783.4739	166797.6982	1.929184139	1.909164152	7	7	7	7	56	0.979372649	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.09669	0.02774	0.11621				
388	924.338587	924.338587	0	930.3214057	0.659186805	12	0.975087644	0.859648195	-0.29837059	2.540969621	0.031785248	1.550502105	14.58239384	14.98526667	0		-0.011560216	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	171277.206	99717.5006	1.717624338	1.76116307	7	7	7	7	56	0.985505396	[M+K]+,[M+2Na-H]+,[M+H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.00601	0.10327	0.02638	0.11621	172131.36	0.40287304	0.13206233	924.3387
403	947.8210363	946.3210363	1	952.3033145	0.072725637	11	-0.020550947	0.852145849	-2.161861464	0.740517248	-0.420434237	0.572824256	14.58239384	14.98526667	0		-0.011560216	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	147791.3088	77365.45057	1.910301145	1.920270451	7	7	7	7	56	0.99337254	[M+2Na-H]+,[M+Na]+	-	-1	-1	0.00601	0.11463	0.0249	0.11621				
411	969.3974036	969.3974036	0	975.379796	0.188695368	7	0.582435748	0.917788388	-0.473387815	3.304329519	0.017715438	0.861405643	14.58239384	14.98526667	0		-0.011560216	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	65073.53663	34441.02509	1.889419274	1.951893943	7	7	7	7	56	0.967797366	-	-	-1	-1	0.00601	0.10163	0.02112	0.11621	65073.54	0.40287304	-0.1259239	969.3973
401	943.8698405	942.3698405	1	948.3502452	-1.915066805	6	-2.149336537	0.909827183	-4.3082609	-1.005106624	-2.468857342	-1.704598118	14.58239384	14.98526667	0		-0.011560216	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	45596.96354	26970.41396	1.690628984	1.926170456	7	7	5	5	56	0.909642673	-	-	-1	-1	0.00601	-1	-1	0.11621				
638	462.67303												14.582394					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										56										322139.12	0.40287304	0.2638371	462.67316
642	946.32104												14.582394					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										56										147671.61	0.40287304	0.0644973	946.3211
646	942.3698												14.582394					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										56										45596.965	0.40287304	-0.7124451	942.36914
150	544.2490977	544.2490977	0	547.2401061	-0.176923766	21	-0.130012256	0.298610765	-0.701954953	0.643792569	-0.387947198	0.083064435	14.69575865	15.0885	0		-0.001425044	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	253569.1366	208633.8286	1.21537882	1.182612591	11.5	11.5	11.5	11.5	57	0.988613346	-	-	-1	-1	0.003	0.05282	0.01049	0.0581	253356.53	0.3927412	0.0	544.2491
46	301.1752016	301.1752016	0	302.1721987	-0.125313106	9	-0.128496032	0.388147918	-0.895696192	0.522900331	-0.389054577	0.218915361	14.73951844	15.33241667	1	-1	-0.201536424	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	67348.60922	41020.67818	1.64182096	1.633728309	8	8	8	8	59	0.975028499	-	-	0.59854	0.0769	0.001	1.67074	0.21209	0.01937	67306.62	0.59289837	-0.10132832	301.17517
292	587.3043534	587.3043534	0	593.285109	-2.475382979	8	-2.325385376	0.488802526	-2.963777111	-1.404913571	-2.735143792	-2.049243834	15.01111105	15.41468333	0		-0.012181676	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	290892.1661	260317.806	1.11745013	-1	4	4	8	8	61	0.785891367	-	-	-1	-1	0.00601	-1	-1	0.11621				
126	587.3043534	587.3043534	0	589.2975085	-1.557411238	8	-1.529197766	0.281927414	-1.95788524	-0.91864288	-1.708467074	-1.43826406	15.03029081	15.41468333	0		0.006998085	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	290892.1661	407293.0379	0.71420854	-1	4	4	8	8	60	0.818574346	-	-	-1	-1	0.002	-1	-1	0.03874				
384	917.3681231	917.3681231	0	923.3501832	-0.162738596	20	-0.274763805	0.485451527	-1.032499544	0.63082281	-0.673221915	0.271545182	15.04737753	15.43048333	0		0.008291196	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	142626.2844	83974.63468	1.698444833	1.755535099	10.5	10.5	9.5	9.5	62	0.986402789	-	-	-1	-1	0.00601	0.09757	0.0151	0.11621	142400.08	0.38310528	-0.665329	917.3675
154	313.122572	313.122572	0	315.1166054	-0.116010161	11	-0.121007795	0.308141966	-0.650957872	0.421125042	-0.456033706	0.128738793	15.03158392	15.41468333	0		0.008291196	4	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	179897.0355	98623.74667	1.824074238	1.82195959	8	8	8	8	62	0.967043388	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2Na]++	-	-1	-1	0.004	0.06233	0.01564	0.07747	179410.86	0.38309956	0.0	313.12256
455	616.7669871	615.2669871	1	629.2251431	-0.540618637	5	-0.4573312	1.19452101	-3.459817548	1.599438082	-1.39643486	0.389184775	15.04737753	15.43048333	0		0.008291196	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	30559.23535	29662.85336	1.030219008	1.060543149	8	8	9	9	62	0.969424461	-	-	-1	-1	0.01401	0.17926	-1	0.27115				
181	625.2374891	625.2374891	0	629.2251591	-0.751053493	5	-0.692203102	1.08034688	-2.506770951	0.812280368	-1.58915088	0.656089717	15.03158392	15.41468333	0		0.008291196	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	49754.8801	29662.85336	1.677346393	1.633893051	9	9	9	9	62	0.974968369	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.004	0.17926	-1	0.07747	49657.207	0.38309956	-0.19523832	625.23737
183	640.2020734	640.2020734	0	644.1901646	-0.075564891	11	-0.02766685	0.506614124	-1.113453107	0.697956161	-0.579564059	0.411944171	15.01529022	15.39838333	0		0.008291196	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	124839.3589	78141.55672	1.597605219	1.567073272	9	9	9	9	62	0.97761752	-	-	-1	-1	0.004	0.06325	0.00132	0.07747	124320.34	0.38309288	-0.38134933	640.20184
169	587.2918206	587.2918206	0	591.2795146	-0.758702547	25	-0.712473938	0.160350902	-0.901986883	-0.27842816	-0.798060429	-0.694133976	15.03158392	15.41468333	0		0.008291196	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	8300884.094	4750440.494	1.747392501	1.786123687	8	8	8	8	62	0.995293885	[M+H]+	-	-1	-1	0.004	0.06739	0.00202	0.07747	8300853.5	0.38309956	-0.10392646	587.29175
175	609.2725728	609.2725728	0	613.2605604	-0.249462731	17	-0.193250475	0.222598374	-0.56891458	0.332679272	-0.368560391	-0.068029107	15.04737753	15.43048333	0		0.008291196	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	914038.894	543602.0528	1.681448569	1.669293305	8	8	8	8	62	0.995325686	[M+Na]+	-	-1	-1	0.004	0.06921	0.00889	0.07747	914404.7	0.38310528	-0.100177094	609.2725
454	611.2790755	611.2790755	0	625.2373842	-0.294135375	9	0.049743456	1.013887125	-1.38557538	2.10911396	-0.886334046	1.210479558	15.03158392	15.41468333	0		0.008291196	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44912.35162	49754.8801	0.902672291	1.015379193	8	8	9	9	62	0.945398553	-	-	-1	-1	0.01401	-1	-1	0.27115	44912.35	0.38309956	-0.19969654	611.27893
444	615.2668909	615.2668909	0	625.2373358	0.155758422	6	0.513591796	1.222467493	-1.309228533	3.551625676	-0.515619682	1.170799125	15.04737753	15.43048333	0		0.008291196	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	30559.23535	49754.8801	0.614195739	0.645197194	8	8	9	9	62	0.967048407	-	-	-1	-1	0.01001	-1	-1	0.19368	30559.234	0.38310528	0.0	615.2669
164	475.2387433	475.2387433	0	479.2267734	-0.230490046	7	-0.575251632	0.974662663	-2.463180193	1.325519981	-1.166031998	0.182488403	15.01529022	15.39838333	0		0.008291196	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	61676.44265	37030.07756	1.665576923	2.05266715	8	8	8	8	62	0.916598531	-	-	-1	-1	0.004	-1	-1	0.07747	61671.457	0.38309288	-0.25686103	475.23862
182	632.3484634	632.3484634	0	636.3363958	-0.327673446	12	-0.514087167	0.716159507	-2.189017269	0.803145998	-1.165890474	0.011670553	15.04737753	15.43048333	0		0.008291196	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	124206.6724	76436.74248	1.624960305	1.607597575	8	8	8	8	62	0.985703473	-	-	-1	-1	0.004	0.07822	0.01888	0.07747	124206.67	0.38310528	-0.2895642	632.34827
185	660.3798382	660.3798382	0	664.3678896	-0.133510739	14	-0.301980168	0.521925561	-1.81882633	0.491781623	-0.524885876	0.029660033	15.03158392	15.41468333	0		0.008291196	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	180325.3063	108433.3174	1.663006451	1.634202425	9	9	8	8	62	0.987150877	-	-	-1	-1	0.004	0.0685	0.02132	0.07747	180325.31	0.38309956	-0.18484864	660.3797
365	895.3863745	895.3863745	0	901.3684525	-0.146759213	35	-0.26176268	0.654602551	-2.284840421	0.91897463	-0.757915801	0.237311853	15.0749849	15.4622	0		0.004195588	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	124039.0794	72929.88507	1.700799053	1.682562767	14	15	12.5	15	63	0.973787289	-	-	-1	-1	0.00601	0.09526	0.02227	0.11621	143201.89	0.3872156	-0.20449884	895.38617
269	448.1964403	448.1964403	0	451.187471	-0.165109745	18	-0.289754161	0.494883994	-1.329018581	0.373224866	-0.811536573	0.060012072	15.11954807	15.51106667	0		-8.45014E-05	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	127211.4121	63002.78904	2.019139376	1.487144648	9.5	15	13	13	64	0.940543948	-	-	-1	-1	0.00601	0.09759	0.02712	0.11621	175152.95	0.3915186	-0.27235895	448.19632
272	448.6981919	448.6981919	0	451.6892024	-0.209830576	34	-0.236076122	0.491563905	-0.919450837	0.848902692	-0.647396448	0.236780317	15.16253065	14.98526667	1	1	0.568576592	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	18465.61306	10452.93619	1.766547956	1.850103755	10.5	10.5	12	12	55	0.539493829	-	-	-1	-1	0.00601	-1	-1	0.11621	81205.8	0.36510277	0.2720544	448.6983
21	174.1120325	174.1120325	0	175.1090626	-0.027127361	18	-0.072497164	0.246384933	-0.672978133	0.378675024	-0.234789318	0.115761735	15.34434468	15.175	1	1	0.5606708	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	653331.4715	111885.6757	5.839277169	5.644634245	14.5	14.5	13.5	13.5	58	0.985708199	-	-	0.1609	0.01724	0.001	6.21498	0.69605	0.01937				
