Num	MZ	True_MZ	0.200704225	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.098591549	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	Fg14N_15N01.Area	Fg14N_15N01.RT-Shift	Fg14N_15N01.MZ-Shift	Fg14N_15N01.MZ
306	617.3624798	617.3624798	0	623.3445053	-0.297830215	7	-0.281957837	0.568410457	-1.237646804	0.739640713	-0.842189301	0.047590082	23.15463495	23.6135	0		0.006886174	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	41892.24508	58026.94296	0.72194472	-1	6	6	7	7	107	0.981444962	[M+Na]+	-	-1	-1	0.00601	0.09939	0.01052	0.11621	41892.246	0.45886612	0.0	617.3625
297	596.8805337	595.3805337	1	601.3626477	-0.160217197	11	0.093281947	1.09161252	-0.873283632	3.637355737	-0.565740039	0.377393647	23.13822202	23.59683333	0		0.006886174	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	82943.86583	111371.807	0.744747419	0.753527144	6.5	6.5	7	7	107	0.987615697	[M+H]+	-	-1	-1	0.00601	0.10563	0.01694	0.11621				
930	595.38055												23.138222					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										107										82610.45	0.45861244	-0.10251453	595.3805
335	653.422209	653.422209	0	659.404522	0.158506703	5	0.091668004	0.662146674	-1.636388336	1.165865188	-0.179216504	0.549369412	23.33719166	23.81933333	0		-0.013272329	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	61308.74919	34648.29062	1.769459563	1.850984385	10.5	10.5	9.5	9.5	108	0.957176009	-	-	-1	-1	0.00601	0.13007	0.03284	0.11621	61241.062	0.4821415	0.0	653.4222
429	342.2397087	342.2397087	0	351.2135042	1.406687149	5	1.519825732	0.487101063	0.842132326	2.53636584	1.145310955	1.912174545	24.12125321	24.58583333	0		0.015498758	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	31175.56848	92580.16911	0.336741321	0.249048354	7	7	4.5	4.5	109	0.646451941	-	-	-1	-1	0.00901	-1	-1	0.17431	31175.568	0.46458054	-0.35668072	342.2396
293	589.369679	589.369679	0	595.3517987	-0.152167991	14	-0.492316917	0.94750004	-2.746271051	1.085450977	-0.965038108	0.049850429	24.26012931	25.31416667	1	-1	-0.564277712	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	117052.0587	132238.2416	0.885160429	0.837023269	10.5	10.5	9.5	9.5	112	0.952773672	-	-	-1	-1	0.00601	0.10172	0.02492	0.11621				
234	333.6725494	332.1725494	1	335.1635722	-0.24643698	11	0.284843393	1.33241047	-1.333865508	3.351640526	-0.966374838	1.238569177	24.22836336	25.282	1	-1	-0.564277712	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	43032.152	45774.06107	0.940099065	0.902440446	10.5	10.5	11	11	112	0.884513243	-	-	0.21221	0.04296	0.00601	0.16257	0.10053	0.11621				
236	347.738826	346.238826	1	349.2298152	-0.333577841	19	-0.418305306	0.509755158	-1.896657751	0.571269365	-0.8037186	-0.080968516	24.22836336	25.282	1	-1	-0.564277712	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	255227.321	308550.7465	0.827181019	0.859778137	11	11	10.5	10.5	112	0.978686033	[M+H+NH4]++	-	0.11199	0.02277	0.00601	0.08291	0.01548	0.11621				
238	349.6857226	348.1857226	1	351.176711	-0.333906856	14	-0.504562312	0.569887798	-2.061347329	0.831017328	-0.746636122	-0.220751638	24.22836336	25.282	1	-1	-0.564277712	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	145394.7822	164652.2537	0.883041555	0.83751374	10.5	10.5	10.5	10.5	112	0.939735103	-	-	0.07526	-1	0.00601	0.08808	0.02823	0.11621				
240	348.716476	348.716476	0	351.7074482	-0.380058326	21	-0.367598308	0.222940456	-0.657985714	0.129640401	-0.552968899	-0.22041565	24.24416369	25.298	1	-1	-0.564277712	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	477001.322	554729.1941	0.859881411	0.872273787	10.5	10.5	10.5	10.5	112	0.989809626	[M+H+Na]++,[M+H+NH4]++	-	0.11874	0.02338	0.00601	0.08913	0.01198	0.11621				
242	351.1940227	351.1940227	0	354.1850456	-0.232779019	11	-0.56644723	1.202879956	-4.824382251	0.650105633	-0.740240496	0.128725835	24.22836336	25.282	1	-1	-0.564277712	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	110580.5619	123316.0449	0.89672485	0.91182264	10.5	10.5	10.5	10.5	112	0.959363158	[M+H+Na]++	-	0.10687	0.0288	0.00601	0.09652	0.01611	0.11621				
243	360.1687992	360.1687992	0	363.1597789	-0.347005627	7	-0.208947528	0.860795812	-2.331690096	1.396488027	-0.806526318	0.532228553	24.26012931	25.31416667	1	-1	-0.564277712	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	42004.84449	48283.5108	0.869962515	0.930162166	10.5	10.5	11	11	112	0.929177589	-	34S4 (scans: 18, obs: 51.2%, exp: 17.7%), 37Cl2 (scans: 20, obs: 49.8%, exp: 64.0%), 41K1 (scans: 15, obs: 50.0%, exp: 7.5%)	-1	-1	0.00601	0.1605	0.03154	0.11621				
300	608.8805849	607.3805849	1	613.3626371	-0.258749134	28	-0.311273171	0.244665335	-0.956519266	0.249350486	-0.35358439	-0.212899586	24.26012931	25.31416667	1	-1	-0.564277712	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	514919.3361	581991.9754	0.884753326	0.90577673	9.5	9.5	9.5	9.5	112	0.993958175	[M+H]+	-	-1	-1	0.00601	0.10406	0.01102	0.11621				
58	612.36542	612.36542	0	613.362645	0.310485853	12	0.087733313	0.758483583	-2.134932991	1.154214454	-0.261115659	0.576121873	24.22836336	25.282	1	-1	-0.564277712	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	61292.06937	581991.9754	0.105314286	0.101908752	10	10	9.5	9.5	112	0.971492839	-	-	9.60789	1.01207	0.001	0.10408	0.01075	0.01937				
312	625.3910301	625.3910301	0	631.3731085	-0.20955881	23	-0.310869891	0.268263517	-0.73378238	0.242169517	-0.597149115	-0.089654128	24.26012931	25.31416667	1	-1	-0.564277712	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	333931.4031	401277.3197	0.832171136	0.860420036	9	9	9	9	112	0.995258405	[M+H]+	-	-1	-1	0.00601	0.10709	0.01077	0.11621	35142.523	0.6678715	-0.09759519	625.391
61	630.3759381	630.3759381	0	631.3731201	0.233239867	9	-0.239669698	0.832576492	-1.686641967	1.411707576	-1.163795482	0.404743974	24.26012931	25.31416667	1	-1	-0.564277712	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	46173.01516	401277.3197	0.115065101	0.116686455	9	9	9	9	112	0.984745796	-	-	9.33828	1.11263	0.001	0.10709	0.01077	0.01937				
318	640.9064475	639.4064475	1	645.3885849	-0.112512472	16	-0.290419239	0.669566331	-2.435905577	0.523229182	-0.622242338	0.141405342	24.26012931	25.31416667	1	-1	-0.564277712	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	139640.5175	152905.5348	0.913246978	0.921521513	10.5	10.5	10.5	10.5	112	0.990453101	[M+2Na-H]+,[M+CH3OH+H]+	-	0.11035	0.02414	0.00601	0.10831	0.01934	0.11621				
340	679.3989745	679.3989745	0	685.3810581	-0.185228716	21	-0.239741915	0.30895957	-1.034799242	0.222918564	-0.495777325	0.043244592	24.24416369	25.298	1	-1	-0.564277712	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	348651.9787	397899.7163	0.87623078	0.89179789	9.5	9.5	9.5	9.5	112	0.990230431	[M+CH3FeN]+,[M+CH3OH+H]+	-	-1	-1	0.00601	0.10965	0.01784	0.11621				
65	684.3838251	684.3838251	0	685.3810238	0.239416529	10	0.032970962	0.826326203	-1.731906544	1.389485854	-0.51902264	0.622515151	24.24416369	25.298	1	-1	-0.564277712	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44167.48033	397899.7163	0.111001538	0.10279706	10.5	10.5	9.5	9.5	112	0.935284439	-	-	9.11992	1.61277	0.001	0.10965	0.01784	0.01937				
331	647.3729457	647.3729457	0	653.3549918	-0.252185701	10	-0.483638858	0.870444849	-2.217367019	1.271040701	-1.180272832	0.101952708	24.24416369	25.298	1	-1	-0.564277712	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	46278.2362	51921.12337	0.891318084	0.915309868	9.5	9.5	9.5	9.5	112	0.92252043	[M+H]+,[M+Na]+	-	-1	-1	0.00601	0.11498	0.03186	0.11621				
311	626.8910301	625.3910301	1	631.3731085	-0.20955881	5	-0.72293847	0.81711578	-1.904924657	0.827740656	-1.319353519	-0.187249318	24.44698108	24.928	0		0.003756382	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36373.43742	17569.82229	2.070222272	1.999922994	4.5	4.5	4	4	110	0.700502546	-	-	-1	-1	0.00601	0.14742	0.01969	0.11621				
936	625.39105												24.446981					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										110										35142.523	0.48101997	-0.09759519	625.391
307	617.3624798	617.3624798	0	623.3445053	-0.297830215	5	-0.63786959	0.611007083	-1.633104308	0.937369465	-1.158555303	-0.367640296	24.46935566	24.94466667	0		0.0096868	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	41994.98959	32955.61621	1.274289315	1.270113042	9	9	9	9	111	0.935192338	[M+CH3FeN]+	-	-1	-1	0.00601	0.13005	0.04711	0.11621	41768.664	0.47531128	0.49432185	617.3628
289	577.3697858	577.3697858	0	583.3518923	-0.178321074	5	-0.104158374	1.218747991	-2.697636367	1.953710034	-1.006237676	0.812015917	24.48596489	24.9615	0		0.0096868	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36576.05399	26708.18574	1.369469808	1.408757262	8	8	7.5	7.5	111	0.960155515	[M+2Na-H]+	-	-1	-1	0.00601	0.08774	-1	0.11621	36348.004	0.47553253	0.21142483	577.36993
301	607.3805849	607.3805849	0	613.3626371	-0.258749134	20	-0.142028293	0.587663464	-1.35847585	1.153752799	-0.534464853	0.209154827	24.83385683	25.93983333	1	-1	-0.609032342	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	61902.89091	88622.23469	0.698502934	0.751782048	9	9	9.5	9.5	114	0.973325789	-	-	-1	-1	0.00601	0.10541	0.0242	0.11621	514244.2	0.48031044	0.30146742	607.3808
294	590.869679	589.369679	1	595.3517987	-0.152167991	5	-0.443582773	1.283933126	-2.95339116	1.81037136	-1.544974415	0.629786736	24.86799769	25.97433333	1	-1	-0.609032342	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	23845.3024	29166.22542	0.817565594	0.764773671	9	9	9.5	9.5	114	0.844468582	-	-	-1	-1	0.00601	0.13925	0.03371	0.11621				
980	589.3697												24.867998					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										114										117497.99	0.4461689	0.4142402	589.36993
290	577.3697858	577.3697858	0	583.3518923	-0.178321074	6	-0.090063385	0.704044352	-1.851937021	0.790873434	-0.646815454	0.579448597	25.40134284	25.5475	1	1	0.346422547	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36804.15716	38963.0859	0.944590407	0.9155543	7.5	7.5	7	7	113	0.957364526	-	-	-1	-1	0.00601	0.12404	0.04452	0.11621	28240.617	0.6069908	0.0	577.3698
235	333.7110328	333.7110328	0	336.702005	-0.397060891	7	-0.196033306	1.548866633	-3.52249481	2.330248455	-1.327716086	1.232859093	25.41797887	25.56433333	1	1	0.346422547	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	37025.04201	38025.64683	0.973686054	0.92104906	8	8	9	9	113	0.932192748	-	-	0.22293	-1	0.00601	0.10064	0.01457	0.11621	37013.902	0.14635468	0.09144911	333.71106
334	649.388041	649.388041	0	655.3705859	0.516649182	5	-0.271968854	1.070541004	-2.022508921	1.643051489	-1.270599094	0.421198019	25.41797887	25.56433333	1	1	0.346422547	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	27529.28888	28213.40203	0.975752192	0.959235055	8	8	8	8	113	0.936086176	-	-	-1	-1	0.00601	0.1329	0.00494	0.11621	27347.254	0.14635468	0.4699436	649.38837
291	578.8697858	577.3697858	1	583.3518923	-0.178321074	6	0.073539167	1.34323043	-2.274786694	3.645108725	-0.62567297	0.917728335	25.52575019	26.00833333	0		0.015069984	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28419.80164	34826.99467	0.816027967	0.815504201	6.5	6.5	6.5	6.5	115	0.963802879	[M+2Na-H]+	-	-1	-1	0.00601	0.11356	0.01459	0.11621				
308	617.3624798	617.3624798	0	623.3445053	-0.297830215	6	-0.295139754	1.008136587	-2.819476818	1.135098217	-0.921280801	0.561684837	25.50875964	25.99116667	0		0.015069984	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28635.15772	35211.36522	0.813236225	0.771904385	8	8	7.5	7.5	115	0.978931124	[M+CH3FeN]+	-	-1	-1	0.00601	0.15982	0.02145	0.11621	28635.14	0.48240662	0.59318626	617.36285
982	577.3698												25.525751					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										115										28240.617	0.4825821	0.0	577.3698
332	647.3729457	647.3729457	0	653.3549918	-0.252185701	20	-0.376832276	0.589028996	-2.311648309	0.422509093	-0.765435157	0.007671418	25.6156576	26.12883333	0		-0.014316425	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	74579.39557	113501.0135	0.657081318	0.666390763	12.5	12.5	13.5	13.5	117	0.969393558	-	-	-1	-1	0.00601	0.11109	0.02048	0.11621	74164.05	0.51317596	0.18856259	647.37305
313	625.3910301	625.3910301	0	631.3731085	-0.20955881	11	-0.401958735	0.888634438	-3.173662124	0.437359897	-0.616668153	0.164093365	25.61604406	26.12883333	0		-0.013929964	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	46534.23156	79735.8454	0.583604919	0.603008949	7.5	7.5	7.5	7.5	116	0.976241837	-	-	-1	-1	0.00601	0.11101	0.0186	0.11621	46471.242	0.5127888	0.0	625.39105
107	265.176942	265.176942	0	267.1715445	2.008853394	8	2.041308439	0.362280574	1.533021523	2.568775993	1.694138885	2.453692163	27.93773698	28.43683333	0		0.01010986	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	10140.97966	164713.6136	0.061567344	0.103171421	10	10	5.5	5.5	118	0.505923245	-	-	-1	-1	0.002	-1	-1	0.03874	10131.1455	0.49909592	0.23016767	265.177
1	103.5089288	102.0089288	1	103.005698	-2.603960293	19	-2.526548569	0.376921611	-3.242820423	-1.223451581	-2.719280353	-2.34532316	34.11950704	34.4915	0		0.001481946	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	39072.00213	45763.56076	0.853779765	0.808596059	15	15	15	15	119	0.852883626	-	-	1.18747	0.21852	0.001	0.84212	0.15732	0.01937				
992	102.00893												34.119507					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										119										41016.777	0.37199402	-0.5235401	102.00887
4	134.0350856	134.0350856	0	135.0318388	-2.101406499	38	-2.095055544	0.186454609	-2.581827176	-1.89877666	-2.285838619	-1.89877666	34.14459496	34.508	0		0.009371125	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	149533.1406	170091.9181	0.879131368	0.898046235	15	14.5	15	15	120	0.974439472	-	-	1.15923	0.08236	0.001	0.86264	0.0597	0.01937	159218.36	0.36340332	0.11384175	134.0351
442	128.0493025	128.0493025	0	133.0343368	-1.094687728	26	-1.082611005	0.326872278	-1.953736482	-0.642939184	-1.286421494	-0.762102575	34.16484926	34.52383333	0		0.013120232	10	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	74884.52556	1266546.216	0.059124985	0.056996811	15	15	15	14	121	0.662303543	-	-	-1	-1	0.01001	-1	-1	0.19368	79982.06	0.3589821	0.95330715	128.04942
5	134.0350856	134.0350856	0	135.0318388	-2.101406499	11	-2.169150823	0.241075199	-2.467985424	-1.784934908	-2.354143671	-1.921545011	34.43612456	34.81183333	0		-0.016053382	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	25069.14041	29123.05115	0.860800617	0.92340969	3.5	3.5	4	4	122	0.66457264	-	-	1.21154	0.17808	0.001	0.8254	0.11919	0.01937	20648.83	0.37570953	-0.11384175	134.03506
6	134.0350856	134.0350856	0	135.0318388	-2.101406499	36	-2.165715942	0.182528809	-2.581827176	-1.784934908	-2.354143671	-2.012618413	35.49771601	35.81816667	0		-0.007363634	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	30693.47553	40119.71394	0.765047218	0.868717925	15	15	15	15	123	0.78034087	-	-	1.13673	0.13156	0.001	0.87972	0.10259	0.01937	39227.2	0.32045364	-0.6830505	134.03499
