Num	MZ	True_MZ	1	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.496478873	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	Fg14N_15N01.Area	Fg14N_15N01.RT-Shift	Fg14N_15N01.MZ-Shift	Fg14N_15N01.MZ
154	314.622572	313.122572	1	315.1166054	-0.116010161	11	-0.121007795	0.308141966	-0.650957872	0.421125042	-0.456033706	0.128738793	14.85661194	15.41468333	1	-1	-0.166680787	4	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	179897.0355	98623.74667	1.824074238	1.82195959	8	8	8	8	62	0.967043388	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2Na]++	-	-1	-1	0.004	0.06233	0.01564	0.07747				
455	616.7669871	615.2669871	1	629.2251431	-0.540618637	5	-0.4573312	1.19452101	-3.459817548	1.599438082	-1.39643486	0.389184775	14.87240555	15.43048333	1	-1	-0.166680787	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	30559.23535	29662.85336	1.030219008	1.060543149	8	8	9	9	62	0.969424461	-	-	-1	-1	0.01401	0.17926	-1	0.27115				
181	626.7374891	625.2374891	1	629.2251591	-0.751053493	5	-0.692203102	1.08034688	-2.506770951	0.812280368	-1.58915088	0.656089717	14.85661194	15.41468333	1	-1	-0.166680787	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	49754.8801	29662.85336	1.677346393	1.633893051	9	9	9	9	62	0.974968369	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.004	0.17926	-1	0.07747				
183	641.7020734	640.2020734	1	644.1901646	-0.075564891	11	-0.02766685	0.506614124	-1.113453107	0.697956161	-0.579564059	0.411944171	14.84031824	15.39838333	1	-1	-0.166680787	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	124839.3589	78141.55672	1.597605219	1.567073272	9	9	9	9	62	0.97761752	-	-	-1	-1	0.004	0.06325	0.00132	0.07747				
169	588.7918206	587.2918206	1	591.2795146	-0.758702547	25	-0.712473938	0.160350902	-0.901986883	-0.27842816	-0.798060429	-0.694133976	14.85661194	15.41468333	1	-1	-0.166680787	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	8300884.094	4750440.494	1.747392501	1.786123687	8	8	8	8	62	0.995293885	[M+H]+	-	-1	-1	0.004	0.06739	0.00202	0.07747				
175	610.7725728	609.2725728	1	613.2605604	-0.249462731	17	-0.193250475	0.222598374	-0.56891458	0.332679272	-0.368560391	-0.068029107	14.87240555	15.43048333	1	-1	-0.166680787	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	914038.894	543602.0528	1.681448569	1.669293305	8	8	8	8	62	0.995325686	[M+Na]+	-	-1	-1	0.004	0.06921	0.00889	0.07747				
454	612.7790755	611.2790755	1	625.2373842	-0.294135375	9	0.049743456	1.013887125	-1.38557538	2.10911396	-0.886334046	1.210479558	14.85661194	15.41468333	1	-1	-0.166680787	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44912.35162	49754.8801	0.902672291	1.015379193	8	8	9	9	62	0.945398553	-	-	-1	-1	0.01401	-1	-1	0.27115				
444	616.7668909	615.2668909	1	625.2373358	0.155758422	6	0.513591796	1.222467493	-1.309228533	3.551625676	-0.515619682	1.170799125	14.87240555	15.43048333	1	-1	-0.166680787	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	30559.23535	49754.8801	0.614195739	0.645197194	8	8	9	9	62	0.967048407	-	-	-1	-1	0.01001	-1	-1	0.19368				
164	476.7387433	475.2387433	1	479.2267734	-0.230490046	7	-0.575251632	0.974662663	-2.463180193	1.325519981	-1.166031998	0.182488403	14.84031824	15.39838333	1	-1	-0.166680787	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	61676.44265	37030.07756	1.665576923	2.05266715	8	8	8	8	62	0.916598531	-	-	-1	-1	0.004	-1	-1	0.07747				
182	633.8484634	632.3484634	1	636.3363958	-0.327673446	12	-0.514087167	0.716159507	-2.189017269	0.803145998	-1.165890474	0.011670553	14.87240555	15.43048333	1	-1	-0.166680787	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	124206.6724	76436.74248	1.624960305	1.607597575	8	8	8	8	62	0.985703473	-	-	-1	-1	0.004	0.07822	0.01888	0.07747				
185	661.8798382	660.3798382	1	664.3678896	-0.133510739	14	-0.301980168	0.521925561	-1.81882633	0.491781623	-0.524885876	0.029660033	14.85661194	15.41468333	1	-1	-0.166680787	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	180325.3063	108433.3174	1.663006451	1.634202425	9	9	8	8	62	0.987150877	-	-	-1	-1	0.004	0.0685	0.02132	0.07747				
658	917.3681												14.872406					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										142400.08	0.55807686	-0.665329	917.3675
660	313.12256												14.856612					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										179410.86	0.55807114	0.0	313.12256
662	615.26697												14.872406					14		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										30559.234	0.55807686	-0.09920109	615.2669
664	625.2375												14.856612					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										49657.207	0.55807114	-0.19523832	625.23737
666	640.2021												14.840319					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										124320.32	0.55806446	-0.38134933	640.20184
668	587.2918												14.856612					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										8300853.5	0.55807114	-0.10392646	587.29175
670	609.2726												14.872406					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										914404.7	0.55807686	-0.100177094	609.2725
672	611.27905												14.856612					14		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										44912.35	0.55807114	-0.19969654	611.27893
674	475.23874												14.840319					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										61671.457	0.55806446	-0.25686103	475.23862
676	632.34845												14.872406					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										124206.67	0.55807686	-0.2895642	632.34827
678	660.3798												14.856612					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										62										180325.31	0.55807114	-0.18484864	660.3797
383	918.8681231	917.3681231	1	923.3501832	-0.162738596	26	-0.162454005	0.676726934	-1.232098227	1.163085964	-0.779674546	0.298158339	14.86760194	14.91651667	1	1	0.342399759	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	9004.818753	10493.65034	0.858120717	1.541640413	7	7	6	6	53	0.574044667	-	-	-1	-1	0.00601	0.10939	0.0171	0.11621				
632	917.3681												14.867602					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										53										142400.08	0.5628805	-0.665329	917.3675
365	896.8863745	895.3863745	1	901.3684525	-0.146759213	35	-0.26176268	0.654602551	-2.284840421	0.91897463	-0.757915801	0.237311853	15.15993286	15.4622	0		0.089143548	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	124039.0794	72929.88507	1.700799053	1.682562767	14	15	12.5	15	63	0.973787289	-	-	-1	-1	0.00601	0.09526	0.02227	0.11621				
680	895.38635												15.159933					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										63										143201.89	0.30226707	-0.20449884	895.38617
386	923.9333565	922.4333565	1	928.4155574	-0.009154266	25	0.080863899	0.937065256	-2.019343186	3.406396005	-0.563657061	0.547957797	15.29766579	16.44273333	1	-1	-0.75252035	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	170654.3949	114880.6771	1.485492593	1.467726618	14.5	14.5	15	15	69	0.991701332	-	-	-1	-1	0.00601	0.10681	0.01937	0.11621				
407	951.9644259	950.4644259	1	956.4464715	-0.172394879	10	0.129911435	1.311720975	-1.767140356	3.819663788	-1.009389909	1.148272382	15.31429896	16.4594	1	-1	-0.75252035	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	69534.59303	45370.56141	1.53259274	1.504860455	14.5	14.5	15	15	69	0.975911488	-	-	-1	-1	0.00601	0.13244	0.02676	0.11621				
260	440.6909998	439.1909998	1	442.182049	-0.126463429	11	-0.207708678	0.476739376	-1.078326023	1.07573661	-0.480747357	0.033448239	15.31429896	16.4594	1	-1	-0.75252035	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	261281.8715	160415.9361	1.628777525	1.610223563	8	8	8	8	69	0.973107685	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.10397	0.02946	0.11621				
279	459.6645009	458.1645009	1	461.1554933	-0.245079223	7	-0.29747293	0.75342427	-1.566537145	1.297621594	-1.06031374	0.165279767	15.31429896	16.4594	1	-1	-0.75252035	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	55130.1127	35205.15613	1.565966999	1.623704144	9	9	9.5	9.5	69	0.961833622	-	-	-1	-1	0.00601	0.1319	0.0409	0.11621				
355	878.8755956	877.3755956	1	883.3576524	-0.173940557	25	-0.212039027	0.375091245	-0.870866142	0.659576971	-0.523038162	0.019573487	15.31429896	16.4594	1	-1	-0.75252035	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	791825.2907	509548.8202	1.553973357	1.5428255	8	8	8	8	69	0.990645171	[M+K]+,[M+2Na-H]+,[M+H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.00601	0.10381	0.00791	0.11621				
74	883.860622	882.360622	1	883.3575449	-0.126973255	10	-0.107432303	0.826939417	-1.827523666	1.492759931	-0.596251832	0.482840337	15.29766579	16.44273333	1	-1	-0.75252035	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	54058.5068	509548.8202	0.106090927	0.105255475	8	8	8	8	69	0.991287649	-	-	9.61055	0.77579	0.001	0.10405	0.00766	0.01937				
363	895.902116	894.402116	1	900.3829641	-1.522044923	19	-1.656122855	0.964081861	-3.310974194	1.056468515	-2.328299584	-1.181845873	15.31429896	16.4594	1	-1	-0.75252035	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	189974.9838	132096.4047	1.438154083	1.472408157	14.5	14.5	12.5	12.5	69	0.989043125	[M+NH4]+	-	-1	-1	0.00601	0.13007	0.0226	0.11621				
372	900.8574592	899.3574592	1	905.3396	-0.076239096	28	-0.285776695	0.823849041	-3.49632703	0.575590468	-0.442388906	0.371994594	15.34769672	16.49286667	1	-1	-0.75252035	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	278663.9769	191825.8909	1.452692208	1.476978426	13.5	13.5	13.5	13.5	69	0.991798674	[M+2Na-H]+,[M+Na]+	-	-1	-1	0.00601	0.11053	0.01726	0.11621				
22	177.5702617	176.0702617	1	177.0672853	-0.064236856	8	-0.029964198	0.508948292	-1.185471771	1.327757201	-0.249510637	0.131806862	15.49610191	15.79261667	0		0.095113867	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	72385.3707	44456.62913	1.628224454	1.895702786	8	8	8	8	65	0.97253517	-	34S3 (scans: 11, obs: 57.2%, exp: 13.3%)	0.47555	0.08786	0.001	2.10283	0.53112	0.01937				
684	176.07027												15.496102					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										65										72385.37	0.2965145	-0.2599892	176.07022
685	179.07027												15.496102					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										65										24282.38	0.06554699	-1.874646	179.06993
292	588.8043534	587.3043534	1	593.285109	-2.475382979	8	-2.325385376	0.488802526	-2.963777111	-1.404913571	-2.735143792	-2.049243834	15.5174628	15.41468333	1	1	0.494170079	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	290892.1661	260317.806	1.11745013	-1	4	4	8	8	61	0.785891367	-	-	-1	-1	0.00601	-1	-1	0.11621				
167	570.7805719	569.2805719	1	573.2687325	0.036934688	7	0.220244928	0.653295512	-0.823309956	1.320980901	-0.30868015	0.913565638	15.55635412	16.04108333	0		-0.092833793	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	54718.28744	35736.20571	1.531172276	1.436892882	8	8	7	7	66	0.960869347	-	-	-1	-1	0.004	0.07842	0.01223	0.07747				
686	569.2806												15.5563545					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										66										54151.0	0.48472977	0.42885816	569.2808
269	449.6964403	448.1964403	1	451.187471	-0.165109745	18	-0.289754161	0.494883994	-1.329018581	0.373224866	-0.811536573	0.060012072	15.64589488	15.51106667	1	1	0.526262317	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	127211.4121	63002.78904	2.019139376	1.487144648	9.5	15	13	13	64	0.940543948	-	-	-1	-1	0.00601	0.09759	0.02712	0.11621				
148	500.1576965	498.6576965	1	501.6489788	0.356164963	9	0.1777504	0.920839125	-1.561726353	1.804243547	-0.521335656	1.131049567	15.9063354	16.21698333	0		0.081497293	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	55834.96427	38429.81982	1.452907261	1.470445471	15	15	15	15	67	0.950729423	-	-	-1	-1	0.003	0.62265	0.00755	0.0581	78931.01	0.22313118	-1.8914932	500.15674
198	500.6572786	499.1572786	1	501.648996	-1.742754313	8	-1.953295864	1.295534929	-3.918889032	0.116232247	-3.503149264	-0.825296052	15.9063354	16.21698333	0		0.081497293	5	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	58085.50631	38429.81982	1.51146965	1.417836365	14.5	14.5	15	15	67	0.956414127	-	34S4 (scans: 7, obs: 98.5%, exp: 17.7%), 37Cl2 (scans: 19, obs: 92.2%, exp: 64.0%), 41K1 (scans: 15, obs: 85.5%, exp: 7.5%)	0.59349	-1	0.00501	0.75094	-1	0.09684	18991.146	0.22313118	2.864886	500.65872
286	501.6570233	500.1570233	1	503.1484869	0.717513467	8	0.339535745	1.607389976	-3.448540572	4.483538697	-0.922478405	1.274097393	15.81894968	16.12946667	0		0.081497293	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	78826.50815	43583.00112	1.808652597	1.915571057	15	15	15	15	67	0.931560566	-	41K1 (scans: 4, obs: 39.4%, exp: 7.5%)	0.35508	-1	0.00601	0.82526	0.15456	0.11621				
688	498.65768												15.906336					3		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										67										55794.332	0.22313118	-1.223989	498.65707
689	499.1573												15.906336					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										67										58521.17	0.31064796	-0.48910558	499.15704
94	232.6587016	231.1587016	1	233.1532203	1.941763805	8	1.720907102	0.532607312	0.900496932	3.078827384	1.296557014	2.115081184	16.06797483	17.35133333	1	-1	-0.888122978	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	61094.33859	31386.64644	1.946507369	1.714179815	13.5	13.5	6.5	6.5	73	0.777804133	-	-	-1	-1	0.002	-1	-1	0.03874				
734	231.1587												16.067974					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										73										50510.656	0.44137573	-0.9241402	231.1585
342	830.9174816	829.4174816	1	835.3996292	-0.074486253	10	-0.174019859	0.569897595	-0.921220877	0.992066578	-0.70045694	0.418080341	16.11321299	16.40896667	0		0.09672729	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	121814.0168	80985.93062	1.504138013	1.445285796	7	7	7	7	68	0.98918011	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.00601	0.10425	0.02535	0.11621				
246	416.7122197	415.2122197	1	418.2032133	-0.26748153	13	-0.242865362	0.313283765	-0.699607579	0.696868625	-0.405612588	-0.082218099	16.13003022	16.42581667	0		0.09672729	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	456673.3676	302615.4264	1.509088195	1.512952793	7	7	7	7	68	0.988118454	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2Na]++	-	-1	-1	0.00601	0.08756	0.011	0.11621				
692	829.4175												16.113213					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										68										121875.07	0.2957554	0.80946773	829.41815
694	415.21222												16.13003					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										68										456635.34	0.2957878	0.07349875	415.21225
24	209.5964052	208.0964052	1	209.0934466	0.031080787	19	0.087690906	0.216706236	-0.123120129	0.683461222	-0.049794552	0.170182181	16.86844604	16.59491667	1	1	0.666402839	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	558904.6649	390522.0055	1.431173294	1.426311046	8	8	8	8	70	0.996704776	-	-	0.69686	0.0281	0.001	1.43502	0.05976	0.01937				
713	211.0964												16.868446					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										70										7189.9355	0.4292202	-1.8070878	211.09602
173	602.8069919	601.3069919	1	605.2949524	-0.297771026	17	-0.301792762	0.288706884	-0.880963511	0.540094616	-0.535849395	-0.190735278	16.90774769	16.66396667	1	1	0.636817966	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	559478.2143	367148.5221	1.52384711	1.524903485	8	8	8	8	71	0.995733273	[M+H]+	-	-1	-1	0.004	0.06871	0.00895	0.07747				
184	647.8645301	646.3645301	1	650.352613	-0.087803085	5	-0.42295307	0.812449997	-2.613691514	0.408016684	-1.008409034	0.408016684	16.92473918	16.681	1	1	0.636817966	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	49133.21662	32467.94656	1.513283771	1.543224277	8	8	8	8	71	0.978535268	-	-	-1	-1	0.004	-1	-1	0.07747				
274	455.1675156	453.6675156	1	456.6585478	-0.159735043	7	-0.15260774	0.969821369	-1.851139861	2.252244669	-0.505767884	0.153464385	16.92473918	16.681	1	1	0.636817966	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	53105.06557	36753.55293	1.444896108	1.554075166	7	7	7	7	71	0.955047602	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.14459	0.0249	0.11621				
180	624.7886744	623.2886744	1	627.2766949	-0.191097328	8	0.122821152	0.767289565	-0.947818722	1.891988263	-0.458196828	0.677725966	16.90774769	16.66396667	1	1	0.636817966	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	56094.45246	36743.11884	1.526665515	1.428233453	8	8	7.5	7.5	71	0.970990229	[M+Na]+	-	-1	-1	0.004	0.10505	0.0293	0.07747				
187	675.8959293	674.3959293	1	678.3841091	0.059616611	7	0.017730672	0.595085973	-1.238004655	0.934078073	-0.513977079	0.481560838	16.90774769	16.66396667	1	1	0.636817966	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	63688.2168	43593.16389	1.460967985	1.464422044	9	9	8	8	71	0.986238844	-	-	-1	-1	0.004	0.09683	0.01844	0.07747				
376	907.8280668	906.3280668	1	912.3102047	-0.078919767	9	0.038028828	0.503545012	-0.977733169	0.638506915	-0.290831133	0.55769491	16.92473918	16.681	1	1	0.636817966	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	86490.72715	56435.94915	1.532546691	1.509664266	7	7	7	7	71	0.981431069	[M+K]+,[M+2Na-H]+,[M+H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.00601	0.12111	0.02995	0.11621				
390	925.8585472	924.3585472	1	930.3393351	-1.537781204	8	-1.393357367	1.033338504	-3.335732273	0.361933271	-2.252844506	-0.456835528	16.92473918	16.681	1	1	0.636817966	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	57676.72431	42714.04873	1.350298696	1.35308311	7	7	6.5	6.5	71	0.990217745	-	-	0.21481	-1	0.00601	-1	-1	0.11621				
396	929.8101004	928.3101004	1	934.2921344	-0.188938158	12	-0.132722416	0.56271799	-1.217575503	0.886381999	-0.494340112	0.347242889	16.92473918	16.681	1	1	0.636817966	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	168719.9551	124903.814	1.350799064	1.320412043	7	7	7	7	71	0.986721748	[M+2Na-H]+,[M+Na]+	-	-1	-1	0.00601	0.11454	0.01413	0.11621				
408	952.8868974	951.3868974	1	957.3691213	0.015243851	11	-0.028337381	0.442659263	-0.738964921	0.736574207	-0.43102632	0.428635607	16.92473918	16.681	1	1	0.636817966	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	124932.163	87303.10102	1.431016327	1.40834623	8	8	7	7	71	0.989117282	-	-	-1	-1	0.00601	0.1166	0.01818	0.11621				
205	501.8069019	500.3069019	1	505.2919354	-0.281801029	5	-0.078603497	0.638931806	-0.988023985	1.207893778	-0.561039975	0.109934897	17.44497585	17.9425	0		-0.099486365	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	61308.40833	26145.55322	2.344888548	-1	5.5	5.5	5.5	5.5	76	0.986900626	-	-	-1	-1	0.00501	0.09878	0.01175	0.09684				
740	500.30692												17.444975					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										76										60946.062	0.49752617	-0.3659863	500.30673
208	531.8174217	530.3174217	1	535.302506	-0.170075499	17	-0.184015646	0.23256887	-0.586836746	0.333897196	-0.35665326	-0.034396381	17.55388895	18.04716667	0		-0.094649712	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	487397.0322	191621.8245	2.543536121	-1	6	6	6	6	77	0.975732085	-	-	-1	-1	0.00501	0.08697	0.01841	0.09684				
742	530.31744												17.553888					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										77										660032.44	0.4932785	-0.23018348	530.3173
252	429.7202588	428.2202588	1	431.2111088	-0.594721045	8	-0.16613068	1.025098412	-1.248484231	2.956214338	-0.892153844	0.10557124	17.63585239	17.82	1	1	0.213235966	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	155470.0838	67474.11785	2.304143999	2.275739175	8	8	8	8	75	0.981692863	-	-	-1	-1	0.00601	0.09157	0.02676	0.11621				
738	428.22025												17.635853					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										75										155470.08	0.18414688	-0.7126608	428.21994
158	244.5872821	243.0872821	1	247.0753923	-0.120815864	9	-0.174692485	0.474444832	-1.3003826	0.582742128	-0.484361885	0.206117182	17.68373548	17.42283333	1	1	0.656429832	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	65470.92056	50359.54224	1.300069811	1.284338578	7	7	8	8	74	0.958094993	-	-	-1	-1	0.004	0.06752	0.01281	0.07747				
360	886.9432299	885.4432299	1	891.4253449	-0.10660898	13	-0.339049984	0.740195683	-2.379429947	0.58463554	-0.697495112	0.19861771	17.75157261	18.919	1	-1	-0.762738319	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	194372.593	156965.0282	1.23831783	1.234366905	8	8	8	8	86	0.983725755	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+,[M+H]+	-	0.6707	-1	0.00601	0.11266	0.02678	0.11621				
262	444.7252478	443.2252478	1	446.2161852	-0.377533998	15	-0.379976781	0.147214824	-0.655390497	-0.173416494	-0.517683639	-0.242269923	17.79950953	18.96733333	1	-1	-0.762738319	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	856053.5164	733066.2872	1.167770952	1.155488788	7	7	7	7	86	0.997614426	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.0912	0.01195	0.11621				
379	908.9248979	907.4248979	1	913.4072055	0.108279815	7	0.570473196	1.142038988	-0.707503606	3.059164862	-0.250122435	0.866425718	17.75157261	18.919	1	-1	-0.762738319	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	47879.63851	38092.53815	1.256929594	-1	7	7	3	3	86	0.952822432	[M+2Na-H]+,[M+Na]+	-	-1	-1	0.00601	0.11071	0.01729	0.11621				
189	416.1963152	414.6963152	1	417.1889549	0.126592637	10	0.209991092	0.927374308	-1.111127925	3.083512561	-0.301635902	0.65503649	17.76148086	18.17166667	0		-0.010817881	5	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	91613.90001	97640.49212	0.938277737	0.922081579	11	11	10.5	10.5	79	0.956654191	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2Na]++	-	-1	-1	0.00501	0.08848	0.02678	0.09684				
225	829.8855394	828.3855394	1	833.3704798	-0.282652206	8	-0.243058889	0.799211959	-2.070314198	1.097910733	-0.714608646	0.405322027	17.79195891	18.20233333	0		-0.010817881	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	98499.40481	99338.25078	0.99155566	1.021379754	10.5	10.5	10.5	10.5	79	0.975665998	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.00501	0.10052	0.04391	0.09684				
801	414.69632												17.76148					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										79										91583.695	0.41018677	-0.14718036	414.69626
803	828.38556												17.79196					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										79										98344.91	0.4103737	-0.88415575	828.3848
216	563.8435219	562.3435219	1	567.3287058	0.016877584	7	-0.075852323	0.840164383	-2.398547069	1.183178474	-0.510000874	0.640492786	17.81963513	18.282	0		-0.062306541	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	86488.22992	38208.96671	2.263558462	2.599942605	15	15	13.5	13.5	80	0.886019737	-	-	-1	-1	0.00501	0.10411	0.02074	0.09684				
805	562.3435												17.819635					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										80										86396.57	0.4623661	-0.5426857	562.3432
207	531.8174217	530.3174217	1	535.302506	-0.170075499	12	-0.126469775	0.580370257	-1.852845916	0.794264167	-0.287598215	0.149750407	17.82206429	17.26166667	1	1	0.955284325	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	336881.2145	130602.9688	2.579429991	2.603658244	7	7	7	7	72	0.995009601	-	-	-1	-1	0.00501	0.09298	0.01039	0.09684				
732	530.31744												17.822063					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										72										659655.1	0.22510338	-0.23018348	530.3173
206	501.8069019	500.3069019	1	505.2919354	-0.281801029	7	0.106546135	0.983447686	-1.0490217	3.647802402	-0.50004226	0.414923475	17.99820358	18.43783333	0		-0.038540415	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	68561.86649	26922.97091	2.54659364	2.517555635	9.5	9.5	9.5	9.5	81	0.985902023	-	-	-1	-1	0.00501	0.07411	0.00081	0.09684				
807	500.30692												17.998203					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										81										72507.93	0.4396305	0.0	500.30692
