Num	MZ	True_MZ	1	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.496478873	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	Fg14N_15N01.Area	Fg14N_15N01.RT-Shift	Fg14N_15N01.MZ-Shift	Fg14N_15N01.MZ
294	590.869679	589.369679	1	595.3517987	-0.152167991	5	-0.443582773	1.283933126	-2.95339116	1.81037136	-1.544974415	0.629786736	25.45049219	25.97433333	0		-0.026537837	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	23845.3024	29166.22542	0.817565594	0.764773671	9	9	9.5	9.5	114	0.844468582	-	-	-1	-1	0.00601	0.13925	0.03371	0.11621				
977	607.3806												25.416351					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										114										61902.113	0.52348137	0.0	607.3806
979	589.3697												25.450493					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										114										24024.342	0.52383995	-0.31068015	589.3695
291	578.8697858	577.3697858	1	583.3518923	-0.178321074	6	0.073539167	1.34323043	-2.274786694	3.645108725	-0.62567297	0.917728335	25.49374834	26.00833333	0		-0.01693187	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28419.80164	34826.99467	0.816027967	0.815504201	6.5	6.5	6.5	6.5	115	0.963802879	[M+2Na-H]+	-	-1	-1	0.00601	0.11356	0.01459	0.11621				
308	618.8624798	617.3624798	1	623.3445053	-0.297830215	6	-0.295139754	1.008136587	-2.819476818	1.135098217	-0.921280801	0.561684837	25.47675779	25.99116667	0		-0.01693187	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28635.15772	35211.36522	0.813236225	0.771904385	8	8	7.5	7.5	115	0.978931124	[M+CH3FeN]+	-	-1	-1	0.00601	0.15982	0.02145	0.11621				
981	577.3698												25.493748					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										115										28240.617	0.5145855	0.0	577.3698
983	617.3625												25.476757					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										115										28635.14	0.51441	0.59318626	617.36285
332	648.8729457	647.3729457	1	653.3549918	-0.252185701	20	-0.376832276	0.589028996	-2.311648309	0.422509093	-0.765435157	0.007671418	25.57294375	26.12883333	0		-0.057030276	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	74579.39557	113501.0135	0.657081318	0.666390763	12.5	12.5	13.5	13.5	117	0.969393558	-	-	-1	-1	0.00601	0.11109	0.02048	0.11621				
987	647.3729												25.572945					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										117										74164.05	0.5558891	0.18856259	647.37305
313	626.8910301	625.3910301	1	631.3731085	-0.20955881	11	-0.401958735	0.888634438	-3.173662124	0.437359897	-0.616668153	0.164093365	25.66215852	26.12883333	0		0.032184499	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	46534.23156	79735.8454	0.583604919	0.603008949	7.5	7.5	7.5	7.5	116	0.976241837	-	-	-1	-1	0.00601	0.11101	0.0186	0.11621				
985	625.39105												25.662159					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										116										46471.27	0.4666748	0.0	625.39105
290	578.8697858	577.3697858	1	583.3518923	-0.178321074	6	-0.090063385	0.704044352	-1.851937021	0.790873434	-0.646815454	0.579448597	25.78590402	25.5475	1	1	0.730983727	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36804.15716	38963.0859	0.944590407	0.9155543	7.5	7.5	7	7	113	0.957364526	-	-	-1	-1	0.00601	0.12404	0.04452	0.11621				
235	335.2110328	333.7110328	1	336.702005	-0.397060891	7	-0.196033306	1.548866633	-3.52249481	2.330248455	-1.327716086	1.232859093	25.80254005	25.56433333	1	1	0.730983727	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	37025.04201	38025.64683	0.973686054	0.92104906	8	8	9	9	113	0.932192748	-	-	0.22293	-1	0.00601	0.10064	0.01457	0.11621				
334	650.888041	649.388041	1	655.3705859	0.516649182	5	-0.271968854	1.070541004	-2.022508921	1.643051489	-1.270599094	0.421198019	25.80254005	25.56433333	1	1	0.730983727	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	27529.28888	28213.40203	0.975752192	0.959235055	8	8	8	8	113	0.936086176	-	-	-1	-1	0.00601	0.1329	0.00494	0.11621				
971	577.3698												25.785904					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										113										28240.617	0.22242928	0.0	577.3698
107	266.676942	265.176942	1	267.1715445	2.008853394	8	2.041308439	0.362280574	1.533021523	2.568775993	1.694138885	2.453692163	28.00266473	28.43683333	0		0.075037613	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	10140.97966	164713.6136	0.061567344	0.103171421	10	10	5.5	5.5	118	0.505923245	-	-	-1	-1	0.002	-1	-1	0.03874				
989	265.17694												28.002665					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										118										10132.629	0.43416786	0.23016767	265.177
1	103.5089288	102.0089288	1	103.005698	-2.603960293	19	-2.526548569	0.376921611	-3.242820423	-1.223451581	-2.719280353	-2.34532316	33.70762013	34.4915	1	-1	-0.410404971	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	39072.00213	45763.56076	0.853779765	0.808596059	15	15	15	15	119	0.852883626	-	-	1.18747	0.21852	0.001	0.84212	0.15732	0.01937				
991	102.00893												33.70762					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										119										41907.94	0.78388214	-0.5235401	102.00887
442	129.5493025	128.0493025	1	133.0343368	-1.094687728	26	-1.082611005	0.326872278	-1.953736482	-0.642939184	-1.286421494	-0.762102575	34.16869262	34.52383333	0		0.016963587	10	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	74884.52556	1266546.216	0.059124985	0.056996811	15	15	15	14	121	0.662303543	-	-	-1	-1	0.01001	-1	-1	0.19368				
995	128.0493												34.168694					10		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										121										79982.06	0.35513687	0.95330715	128.04942
4	135.5350856	134.0350856	1	135.0318388	-2.101406499	38	-2.095055544	0.186454609	-2.581827176	-1.89877666	-2.285838619	-1.89877666	34.20204399	34.508	0		0.066820155	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	149533.1406	170091.9181	0.879131368	0.898046235	15	14.5	15	15	120	0.974439472	-	-	1.15923	0.08236	0.001	0.86264	0.0597	0.01937				
993	134.03508												34.202045					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										120										159122.9	0.30595398	0.11384175	134.0351
5	135.5350856	134.0350856	1	135.0318388	-2.101406499	11	-2.169150823	0.241075199	-2.467985424	-1.784934908	-2.354143671	-1.921545011	34.37729122	34.81183333	0		-0.074886721	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	25069.14041	29123.05115	0.860800617	0.92340969	3.5	3.5	4	4	122	0.66457264	-	-	1.21154	0.17808	0.001	0.8254	0.11919	0.01937				
997	134.03508												34.377293					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										122										20648.83	0.4345398	-0.11384175	134.03506
6	135.5350856	134.0350856	1	135.0318388	-2.101406499	36	-2.165715942	0.182528809	-2.581827176	-1.784934908	-2.354143671	-2.012618413	35.42307312	35.81816667	0		-0.08200653	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	30693.47553	40119.71394	0.765047218	0.868717925	15	15	15	15	123	0.78034087	-	-	1.13673	0.13156	0.001	0.87972	0.10259	0.01937				
999	134.03508												35.423073					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										123										35171.676	0.39509583	-0.6830505	134.03499
