Num	MZ	L_MZ	D_MZ	RT	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	OGroup	Ion	Loss	M	160125_pos_244_ExpMetMarc_KPX_28_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_28_fromorigExp_Test_Area	160125_pos_244_ExpMetMarc_KPX_29_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_29_fromorigExp_Test_Area	160125_pos_244_ExpMetMarc_KPX_30_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_30_fromorigExp_Test_Area	_160125_pos_244_12C13C_DON_Treatment_Remus_Area_N	_160125_pos_244_12C13C_DON_Treatment_Remus_Area_L	_160125_pos_244_12C13C_DON_Treatment_Remus_FID	_160125_pos_244_12C13C_DON_Treatment_Remus_GroupID	_160125_pos_244_12C13C_Fg_Treatment_Remus_Area_N	_160125_pos_244_12C13C_Fg_Treatment_Remus_Area_L	_160125_pos_244_12C13C_Fg_Treatment_Remus_FID	_160125_pos_244_12C13C_Fg_Treatment_Remus_GroupID	_160125_pos_243_solcomp_ACNFA_Ear_1_Area_N	_160125_pos_243_solcomp_ACNFA_Ear_1_Area_L	_160125_pos_243_solcomp_ACNFA_Ear_1_FID	_160125_pos_243_solcomp_ACNFA_Ear_1_GroupID	_160125_pos_243_solcomp_ACN_Ear_1_Area_N	_160125_pos_243_solcomp_ACN_Ear_1_Area_L	_160125_pos_243_solcomp_ACN_Ear_1_FID	_160125_pos_243_solcomp_ACN_Ear_1_GroupID	_160125_pos_243_solcomp_AcetoneFA_Ear_1_Area_N	_160125_pos_243_solcomp_AcetoneFA_Ear_1_Area_L	_160125_pos_243_solcomp_AcetoneFA_Ear_1_FID	_160125_pos_243_solcomp_AcetoneFA_Ear_1_GroupID	_160125_pos_243_solcomp_Acetone_Ear_1_Area_N	_160125_pos_243_solcomp_Acetone_Ear_1_Area_L	_160125_pos_243_solcomp_Acetone_Ear_1_FID	_160125_pos_243_solcomp_Acetone_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_FID	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHACN_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHACN_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHACN_Ear_1_FID	_160125_pos_243_solcomp_MeOHACN_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHFA_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHFA_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHFA_Ear_1_FID	_160125_pos_243_solcomp_MeOHFA_Ear_1_GroupID	_160125_pos_243_solcomp_MeOH_Ear_1_Area_N	_160125_pos_243_solcomp_MeOH_Ear_1_Area_L	_160125_pos_243_solcomp_MeOH_Ear_1_FID	_160125_pos_243_solcomp_MeOH_Ear_1_GroupID	_160125_pos_244_12C13C_DON_Treatment_Remus_fold	_160125_pos_244_12C13C_Fg_Treatment_Remus_fold	_160125_pos_243_solcomp_ACNFA_Ear_1_fold	_160125_pos_243_solcomp_ACN_Ear_1_fold	_160125_pos_243_solcomp_AcetoneFA_Ear_1_fold	_160125_pos_243_solcomp_Acetone_Ear_1_fold	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_fold	_160125_pos_243_solcomp_MeOHACN_Ear_1_fold	_160125_pos_243_solcomp_MeOHFA_Ear_1_fold	_160125_pos_243_solcomp_MeOH_Ear_1_fold	doublePeak	Remus_Stat_fold	solvents_Stat_fold	Phe_Num	Phe_MZ	Phe_RT	Phe_Xn	Phe_Charge	Phe_Ionisation_Mode	Trp_Num	Trp_MZ	Trp_RT	Trp_Xn	Trp_Charge	Trp_Ionisation_Mode
3253	437.105859397	455.166159397	18.0603	12.25	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	889	[M+Na]+		414.116641397	563761.5038668722	933080.9143108915	550769.7242978902	910972.0953728555	538653.0606951639	901412.9532132726	126993.729089	483899.455462			105785.855677	585538.479115			79225.6076514	16229.5149642			73452.6012103	27098.7197465	859	89	116100.892438	38213.9187276	1141	103	137212.819914	36909.2981241	1033	103	140280.241249	41671.149786	1245	124	146511.406383	40375.7668644	1118	110	152455.822102	46415.1739813	1239	128	187797.213672	53353.4117164	1287	112	0.26243825583	0.180664225239	4.88157580963	2.71055614056	3.0381833715	3.71756784571	3.36636358654	3.62869656136	3.28461166952	3.51987263102	0	0	7	440	437.105988729	12.28	9.0	1	+						
4375	574.213226184	599.296976184	25.08375	12.25	25	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	889				1726113.9149883657	1879048.1177268527	1741190.4545577036	2166327.4610444815	1679349.3126837476	2240928.220630406	962788.512149	307121.626524	3738.0	218.0	680554.91724	295312.884908	3535	207	24538.4379076	87946.9010021	1321	92	14426.2168622	55303.1371538			21012.6335193	110220.791135			20114.972932	98584.0032022	1472	103	25872.0422242	164175.506607			27271.4292428	163780.902923	1579	110	23467.4567668	166343.875642	1660	128	25077.9927526	158497.979462	1730	112	3.13487696404	2.30452158378	0.279014241866	0.260857115972	0.190641287391	0.204038913806	0.157587710609	0.166511655242	0.141077972821	0.158222791469	0	2	5												
2104	323.076514229	338.126764229	15.05025	12.28	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	890				404822.75474109704	903001.8480026384	422555.099265995	958571.0547485474	388716.30146421376	969760.3144493249	709749.203972	2802580.91539			478990.570988	2611469.76941	1543	206	66468.1627054	18225.3330399			64145.4164852	21120.3177807			118676.651197	33695.9209651			120615.068965	32835.9838979			144699.783212	38631.38412			137644.87545	36737.847332			130529.131507	39343.8717183			181198.499627	51355.0094379			0.253248425433	0.183418003378	3.64702047198	3.03714258238	3.52198865021	3.67325886566	3.74565360542	3.7466777573	3.31764836062	3.52835101406	0	1	0	309	323.07631325	12.26	9.0	1	+						
2109	323.206908748	338.257158748	15.05025	16.09	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	891				1179143.422262104	1162865.4714384906	1030860.8684325916	1270693.5072791204	1165488.2447536394	1300365.694763777	1776773.2144	941729.483698			1091949.79605	692680.363236			47385.2458253	35732.0596273			37691.3735168	35965.7762036			52048.7456904	45406.0830048	536	162	49281.2905922	37782.7521462	497	159	63622.5902771	54768.4126071	639	175	65711.963723	56352.353122	571	160	56226.2810817	62017.4544142	674	183	62243.3879368	54382.3211825			1.88671295224	1.57641222995	1.32612691011	1.04797887034	1.14629455452	1.30433300363	1.16166577135	1.16609085659	0.906620267033	1.14455187979	0	0	5												
2111	327.107634934	342.157884934	15.05025	9.57	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	892	[M+H]+		326.100358934	82175.57595211083	98867.66041302268	65107.8636447659	107006.12044560697	84921.69005038716	117370.59056878173	136180.459993	158421.687179	1659.0	152.0	122714.814205	62772.3332686			4549.37038401				1569.79117163				4824.7824135				4661.29648699				5011.77603733				5262.55842982				3645.16881794				4356.97238016				0.859607433919	1.95491879646									0	1	0	312	327.108020764	9.6	9.0	1	+						
2132	344.134221565	359.184471565	15.05025	9.55	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	892	[M+NH4]+		326.100398565	220535.33169557768	309363.94410423376	211245.36466823492	260910.8974452435	233046.81660470186	313047.7971751781	260080.153647	315340.737487	1679.0	152.0	229783.111244				19479.8226725	12010.2421097			10815.1091609	14280.1726889			15947.1496467				18360.2845217	19553.9257524			21139.8889686	18468.9503567			20388.1224141	24882.799568			5140.57476496				10393.176358				0.824759134261		1.62193422035	0.757351426805		0.938956440471	1.14461778067	0.819366098995			0	1	0	327	344.134337164	9.63	9.0	1	+						
2114	329.123619011	344.173869011	15.05025	9.04	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	893	[M+H]+		328.116343011	496868.1529677777	644105.2321090599	457243.1825955068	719417.727702353	483151.32247213216	721099.6774566941	1206153.82591	1304726.43392			747122.873383	970175.318173			34313.5692637	15280.8807351	445	51	25336.2950761	16305.6371017	402	49	35318.8978671	23651.9967806	539	52	37050.3541062	19664.6586704	500	55	50662.6890327	31568.1969047	642	81	50893.4726736	26049.2404303	574	67	62957.4337698	37953.3104167	677	80	64204.3150613	36474.6975174	692	75	0.924449596905	0.770090579907	2.24552300738	1.55383656082	1.49327340921	1.88410868082	1.60486483234	1.9537411392	1.65881271169	1.76024256351	0	0	8												
2140	346.14997923	361.20022923	15.05025	9.08	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	893	[M+NH4]+		328.11615623	664358.0355925688	777578.7689222317	444670.28659561987	871263.3933425632	472352.75712507777	892700.1131562743	779118.586239	1705980.79228	1683.0	138.0	578631.56074	1054112.29822	1563	137	60809.162316	23834.2504475	459	52	43391.2051051	26005.0890291			68937.6833857	36746.8255723			71369.2665324	29535.4988265			111583.87186	55488.4526693	660	81	103817.911781	50503.1607531	589	67	125128.83186	73471.479153	692	80	137825.76118	65243.62959	706	75	0.456698334333	0.548927815108	2.55133520771	1.66856591249	1.8760173787	2.41638940827	2.01093860961	2.05567157051	1.70309395295	2.11247844496	0	2	5	Several: 330,331											
2171	375.092670544	390.142920544	15.05025	9.07	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	893				3805754.245303205	5467643.291031353	3821471.3264171253	6058979.166943409	3682608.3907896704	5859305.869108137	4905111.47001	4005243.77625			2252821.81073	1707106.86056			91477.6966656	120943.935182	470	52	68542.1227061	125005.468928	430	50	95085.5258959	148512.803216	572	52	89180.0608981	107243.661868	527	55	157234.577103	239262.461449	678	81	132722.874454	205031.801216	608	67	142810.394773	242400.803983	713	80	162310.970525	238944.528497	724	75	1.2246723905	1.31967240176	0.756364480186	0.548312992175	0.640251371174	0.831564862154	0.657163585758	0.647328237214	0.589149839548	0.679283060156	0	0	8												
2119	332.218247897	347.268497897	15.05025	7.0	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	894				17723.63223726482			27723.613576371972		25883.796535550377	147405.008777	345207.76083	1667.0	96.0	73177.0987907	139762.914393				22253.801412				23981.231204				17928.2704293				12670.6404449				30857.6269084			6222.78015235	35626.7223579				55362.9205385			5676.88993323	47517.0803147			0.427003751082	0.52358022948						0.17466608603		0.119470512406	0	1	0												
2122	332.21820254	347.26845254	15.05025	14.58	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	895				16768.19801435254	19045.175057942513	18546.644989248838	20668.54936363537	29130.247421821474	32257.30902689629	90792.1892868	293997.888682	1670.0	278.0	55910.1362172	193596.925368			53818.1395863	126377.098702	453	126	44850.2920374	124911.563197			43224.5250028	164150.794634			29481.8239749	94219.693054			53085.8728318	209669.960303			47124.3384505	173332.760549	581	140	52893.493464	224055.730454	683	158	53075.6004911	188022.093333	698	144	0.308819188103	0.288796612399	0.425853577421	0.359056366677	0.263322057619	0.312905115897	0.253187785008	0.271872081776	0.23607293309	0.282283850532	0	1	4												
2123	332.218628379	347.268878379	15.05025	14.49	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	896				18002.804319295243	17243.726975756366	17517.207105203022	19649.505247275778	28547.73237878823	31746.691046397234	90792.1892868	293997.888682			55910.1362172	193596.925368			53818.1395863	126898.714602			44850.2920374	124911.563197	409	118	43213.2342773	163618.006332	547	137	29481.8239749	94219.693054	506	133	52965.6801595	209669.960303	650	153	47124.3384505	173332.760549			52893.493464	223814.508899			53075.6004911	188022.093333			0.308819188104	0.288796612399	0.424103110542	0.359056366677	0.264110504987	0.312905115898	0.252614538024	0.271872081777	0.236327366462	0.282283850532	0	0	4												
2126	339.070999939	354.121249939	15.05025	12.52	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	897				121681.52009433872	387087.3201781817	109210.2028394541	434285.73195990856	119726.46920399234	427966.4942511208	145687.843313	161537.17071	1673.0	225.0	67646.1302783	73613.3401197											8861.31183603	14415.8032762			11407.8964882	12403.5268805			13758.1993414	11943.1083109			5991.01783045				12178.0233775	16347.9426934			14796.9850205	15832.657965			0.901884332087	0.918938471864			0.614694281425	0.919730057269	1.15197811015		0.744926967627	0.934586286981	0	1	0												
2129	340.233392401	355.283642401	15.05025	16.08	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	898				2003136.5748117263	1984534.1444172305	1793322.3829003093	2171565.3282019026	1950626.697273037	2240187.025951826	2561483.38307	1449723.15745			1612242.01989	1084614.82711			82296.4746479	67355.7556887	456	151	62706.1324632	68889.2582364	414	143	85954.4121362	89300.5557053	551	162	88057.3467745	142423.348767			107557.870715	115509.016706	656	175	111636.473317	113624.669067	585	160	100981.520172	122558.552668	689	183	107629.352042	112131.565023	702	167	1.76687760688	1.48646503773	1.22181799917	0.910245429672	0.962529420532	0.618278867455	0.931164282947	0.98250207665	0.823945110102	0.959848834893	0	0	7												
2133	344.134496759	359.184746759	15.05025	10.0	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	899				538793.470846881	585877.5830534273	474055.456562039	511963.0320297789	507704.9229604769	682834.2747822524		29993.8804617			51456.4205366	27307.6241681			32457.3158957	47162.7827685	457	60	24865.4700311	45010.1571181	415	58	49470.1343954	91452.4709336	552	65	45661.297618	70601.6490023	511	67	68780.6320862	122409.324872	657	92	60796.0589953	101518.225638	586	78	68596.2513624	134729.658785			72717.5878585	125984.108215	703	84		1.88432432715	0.68819764209	0.5524413071	0.540938193254	0.646745483473	0.561890461843	0.598868416122	0.509139947218	0.577196512233	0	0	7												
2304	359.134120646	375.187720646	16.0536	9.99	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	899				1369778.7618715793	1744953.3021913546	1300144.2287756638	2032847.8135129784	1243718.8118273441	2111142.5348745473	833946.366551	1351687.03818			801687.322177	2236511.023	1732	159	235258.191485	56358.9620282	565	60	174048.54327	60739.7923978	525	58	275032.966922	81584.9688994	683	65	249116.26982	71526.2865288	630	67	474751.383045	135600.986874	791	92	406428.046199	118390.633427	711	78	502880.163815	160504.961849	809	90	540016.865948	152521.520692	840	84	0.616967051541	0.358454447098	4.17428183591	2.86547807293	3.3711230222	3.48286318093	3.50109091379	3.43294088759	3.13311288338	3.54059455674	0	1	8	342	359.134478459	10.04	9.0	1	+						
2135	344.181886696	359.232136696	15.05025	9.32	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	900				42657.03254226723	43189.18402952919	34943.08954785098	48915.37920394654	40548.50763468226	48766.7824934228	104329.891051	302913.779783	1681.0	144.0	69264.2757583	149541.038613			7411.83350819	20099.5332469			7403.99609474	19256.3197784			8848.65732672	29971.8764964			7855.21823594	17540.5100815			20240.5861852	70082.1798646			18339.1545526	64978.6826925			17427.7944461	83490.1430727			20391.1990516	86505.2983871	704	78	0.344421079575	0.463179047039	0.368756498828	0.384496943339	0.295232009507	0.447832942112	0.288812166292	0.282233400135	0.208740742377	0.235721966536	0	1	1												
2137	345.130972773	360.181222773	15.05025	5.91	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	901				628084.4973503945	1722380.7900518917	622587.6971115419	1904296.703646753	631369.1693237723	1593642.1885773179	2168450.30418	3241462.65015			1039800.07589	1920897.54398			117110.774829	27431.3741526	458	26	84209.0188809	30244.7247633	416	26	97334.4575533	28322.0442663	553	25	77999.8699428	24115.4247156	512	26	152972.048077	45003.060167	659	47	143424.992122	38354.7934758	587	35	140845.434836	42126.0171279	691	49	161865.856321	46464.9509198	705	42	0.668972787355	0.541309493133	4.26922742468	2.78425475979	3.43670310794	3.23443898926	3.3991476915	3.73942809032	3.34343107748	3.48361190783	0	0	8												
2138	345.131686652	360.181936652	15.05025	4.64	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	902								42911.380646664686																										36955.8286155	13008.0788203	658	32																			2.84099052028				0	0	1												
2142	346.149809459	361.200059459	15.05025	8.62	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	903																																		16366.4027209	8566.11587424			13754.2408203	9712.4018822	588	64	7257.00881317				7243.64030797	4151.64557183									1.91059786737	1.41615235728		1.7447636564	0	0	1												
2143	346.150198693	361.200448693	15.05025	11.73	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	904				257241.41874452497	375298.7344027511	273202.6815872707	433066.00758840627	264267.757003399	403431.345919007	443720.948233	928242.489021			237121.789616	577999.794875			19806.5431081	28425.0509168			18255.925478	29766.9776			21282.5487064	41334.9298956			19791.689778	30885.4778456			32858.9892358	57716.8950032	661	114	30117.7958628	51475.7194845			37426.9573045	62477.3045261	693	119	38116.8779745	62331.1396256			0.478022664855	0.410245456346	0.69679886119	0.613294561621	0.514880483896	0.640808922463	0.569313183496	0.585087419163	0.599048848032	0.611522237576	0	0	2	329	346.150185904	11.76	9.0	1	+						
2144	346.150215662	361.200465662	15.05025	9.04	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	905				659766.2962410944	613274.3475266949	465458.8544046815	863498.1147206249	461076.42965138867	886784.9858987818	779118.586239	1705980.79228			578631.56074	1054112.29822			60809.162316	23834.2504475			43391.2051051	26005.0890291	417	51	68937.6833857	36746.8255723	554	52	71369.2665324	29535.4988265	513	55	111583.87186	55488.3631442			104055.518435	50503.1607531			125128.83186	73471.479153			137825.76118	65243.62959			0.456698334333	0.548927815109	2.55133520771	1.66856591249	1.8760173787	2.41638940827	2.01094185406	2.0603763583	1.70309395296	2.11247844497	0	0	3	Several: 330,331											
2145	346.197424025	361.247674025	15.05025	11.63	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	906				68839.3653392681	68890.15381795683	60710.6644024524	69283.20351579488	62122.58251561128	64630.861902449855	146091.242227	491003.096032	1685.0	201.0					27332.684291	92070.5574909			15572.6385494	106544.391497			24350.6620902	130225.16283			21856.6998965	93966.843293			38975.6063521	215040.150246			36633.0788857	185562.392952			35922.3534706	232044.865833				216751.456063			0.297536295408		0.296866718698	0.146161035138	0.186988916436	0.232600129264	0.181248042784	0.197416503974	0.154807792629		0	1	0												
4327	528.244160904	553.327910904	25.08375	11.63	25	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	906				92575.84448525685	92110.30154374655	93371.50578251167	112118.88361502171	90011.85689804978	108297.01018017964	95363.6556411	191322.521601	3663.0	201.0	45304.3152214	128440.880226																																			0.49844448444	0.352725044718									0	1	0												
2148	347.133785024	362.184035024	15.05025	8.9	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	907																			7363.94867898															6294.13103275				10252.3572708	7285.22771752	592	66		4727.29785738														1.40728027569			0	0	1												
2151	354.212334775	369.262584775	15.05025	16.53	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	908				166764.9545812937	149372.9444801073	161564.05138611112	182051.04628664447	150847.93221609044	180786.3407061444	84515.8727198	112794.631336	1690.0	327.0	37939.4698168	51463.237807															10313.1456452	6395.83553711			11700.7800916	9498.48289603			9679.58796222	7826.0453169			11163.6952013	9042.71541651			10107.8240586	6117.1084147			0.749289852883	0.737214979731				1.61247824234	1.23185778399	1.23684282039	1.2345512036	1.65238595974	0	1	0												
2152	354.212334775	369.262584775	15.05025	18.8	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	909				109428.38549820574	100207.76962140604	90480.65408939586	107013.1259677212	101501.27138808586	119873.13512128344	163729.991405	147083.438718	1691.0	388.0	57317.7878648				6279.64349459	5678.37270261				5969.69970726				9125.86880851				7622.22268589			5703.10558555	8576.67306113				7557.09962258				9062.19913041			5318.5061914	6853.33278128			1.11317761423		1.10588787025				0.664955460573			0.776046685771	0	1	0												
2378	398.193809303	414.247409303	16.0536	18.86	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	909					76025.80367502132		37669.99858705185		25624.923804158843	779307.703275	232500.423685	1948.0	388.0	186937.522743	137897.349852			18601.4776804	13215.3378156							24628.0490684	28346.5158938				3603.79627864			10251.603232	8348.09840942							5612.60761037	8058.0520542							3.35185498127	1.35562810267	1.40756732366		0.868821027621		1.22801657686		0.696521637316		0	1	0												
3642	421.243169649	441.310169649	20.067	18.87	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	909				162364.40101169326	218185.7174779684	148881.2006400691	220670.9176759981	158557.4822826135	228238.77796944993	320426.740462	214600.860068	2937.0	388.0	213193.296724	185544.406748	2718	371	11001.6976849				3853.4464118				9520.95037642				8673.08713025				10448.6655488				9885.24969598				10234.2476231				10005.4162442				1.49312887358	1.14901494721									0	2	0												
3882	494.223305411	515.293655411	21.07035	18.81	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	909				55735.21182215378	86668.01509478744	51954.51028628505	93261.83215453275	59785.78776406955	98069.80701551848	72233.917386	126426.512273	3190.0	388.0	8852.57898858	92342.8679075																																			0.571351025092	0.0958664073272									0	1	0												
4228	502.26468228	526.34508228	24.0804	18.84	24	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	909				279699.72634742525	329642.42874875874	254226.24701008803	370791.8757611364	280125.1874621197	365156.40802142123	108884.952389	259275.502934	3492.0	388.0	55043.4952278	103139.260147				87748.1546434				88358.711672				103943.42584				82625.4769838				116569.116374				124051.638203				113038.796803				103161.208065			0.419958504204	0.533681307673									0	1	0												
2159	364.160409762	379.210659762	15.05025	6.17	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	910				80118.97521767356	87646.79398113371		114439.02013266698	92063.15500697593	89615.99600967519	208140.876449	368389.432229	1703.0	75.0	75542.1720931	158189.958255			6809.50112589	3565.99505243			2949.39188763	1850.58736664			5121.64317978	3350.41477874			5226.60853357				8673.89046023	10639.8283343			10193.4705592	9257.63284744			12379.00904	12969.816723			12814.1810846	13429.4092726			0.565002299848	0.477540881397	1.90956550017	1.59375987365	1.5286594401		0.815228421712	1.10108822927	0.954447491775	0.954187993273	0	1	0												
2161	366.176114482	381.226364482	15.05025	17.25	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	911				2072610.704551802	2523881.5440413663	2045531.5884555518	2764331.9591898653	2047225.740449266	2882889.9924248583	2403598.68588	3148905.2454	1705.0	347.0	963453.747382	987629.256764			166027.301883	161722.187127	466	169	117582.522808	157071.340205			172859.267722	208755.443143			160265.066084	152220.181359	523	172	184462.675807	225134.294221	674	188	169860.840942	218371.188584	604	172	152410.394504	199715.921122	707	200	151181.810784	182210.733401	718	182	0.76331248436	0.975521675551	1.02662043367	0.748593108418	0.828046757101	1.05285031625	0.819345077769	0.77785371799	0.763135926509	0.829708590499	0	1	6												
2163	366.176612548	381.226862548	15.05025	17.17	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	912				2098510.84173131	2534594.7652945644	1995836.041051297	2741619.3100601207	2089299.9053721982	2862510.5354095767	2403598.68588	3148905.55214							166027.301883	161722.187127			117576.006995	157071.340205	425	162	172859.267722	208755.443143	566	182	160322.210111	152220.181359			184462.675807	225134.294221			169860.840942	218371.188584			152966.228218	199715.921122			151181.810784	182210.733401			0.763312410003		1.02662043367	0.748551625278	0.828046757102	1.05322572	0.819345077771	0.777853717993	0.765919048212	0.829708590498	0	0	2												
2164	368.191542553	383.241792553	15.05025	19.43	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	913				505965.2781842876	653310.8853817673	465705.9267510669	667298.6754684958	520920.60602003674	725464.6242166111	746221.499855	1017179.95338	1706.0	401.0	125312.805002	250655.43846			72478.3886049	6507.6763302			47154.495232	6662.36661612			68433.4425189	9566.33679107			61393.7821187	9821.27426912			66000.3644717	9262.06704936			63159.815035	10888.4930403			52514.1980908	9727.67187255			55989.1538059	10010.7296055			0.733617977208	0.499940499083	11.1373683827	7.07773948043	7.15356818535	6.25110147995	7.12587850206	5.80060204853	5.39843436115	5.59291440407	0	1	0												
3472	440.240749548	459.304399548	19.06365	19.47	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	913										260867.083578	89648.5337612	2782.0	401.0	65111.0281205	29833.4967208							6962.66476149																7050.63007073				3796.78147437				6942.92078634				2.90988678379	2.18248060997									0	1	0												
4044	467.285037267	489.358737267	22.0737	19.47	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	913				76557.29182393946	85876.57095117496	67823.4437197345	86806.95671841079	67464.70717411864	100507.74102346034	108599.427723	238494.018718	3285.0	401.0	49938.8451256	150385.197802			29121.6590293				22166.6686746				31596.8689294				30774.6110095				30751.4783124				36523.5929726				32966.9590894	2025.18515264			35375.7324341				0.455354932198	0.332072875891							16.2784913994		0	1	0												
5118	731.218213866	766.335463866	35.11725	19.5	35	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	913				24146.76924674829	79682.43439836192	22113.37291518818	75562.47608756222	25136.097984554082	81819.41912332232	36172.2574739	180818.086845	4446.0	401.0	25190.0407488	92339.9673073			72339.8216998	10005.9760856			21120.2535942	6209.22638125			62859.8331281	8732.87265911			55587.5258875	6883.54018081			63567.5130735	15457.3769672			35156.0529488	8114.75694264			49025.4205181	8352.03529252			23412.8216778	4169.14725908			0.200047783411	0.272796725875	7.22966166231	3.40143075762	7.19807050691	8.07542695	4.11243855981	4.33236056203	5.86987707799	5.61573391941	0	1	0												
2167	373.113520917	388.163770917	15.05025	12.31	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	914																			13584.930622			27880.3055201	12396.7957951	426	92	21756.5861855	7823.10645311																										2.2489928834	2.78106738236						0	0	1												
2172	375.092808615	390.143058615	15.05025	8.41	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	915																		28358.7280915	34943.1811802															23041.9889841	45636.1282258	677	78	20766.8244204	35413.2978482	607	59	5128.67469166	11463.1910019			6663.28008232	5590.88270981					0.811566867518				0.504906745596	0.586413174775	0.447403754401	1.19181181723	0	0	2												
2173	375.09280551	390.14305551	15.05025	7.56	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	916																										44314.8059925	68901.8209882	571	40	38581.7543052	43032.8835113	526	39																					0.643158705487	0.896564467846					0	0	2												
2175	376.161431268	391.211681268	15.05025	9.94	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	917						18520.093758833395	159328.57492904642		9456.80299126869									35259.1295787																32609.9695085	6359.03792825	679	91	42164.5455315	5699.7263789			7090.09595784				8903.30581377	2132.70101225									5.12812942405	7.39764380403		4.17466197213	0	0	1												
2180	378.140088677	393.190338677	15.05025	5.92	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	918																										32562.0921547				28280.3890746				46238.7261453	25795.2208955	681	48	51315.3272177	29209.3298305	610	34															1.79253073012	1.75681289216			0	0	2												
2183	390.18711483	405.23736483	15.05025	8.81	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	919				12433.75690543384	22862.722576821252	15023.66213954864	24577.066054215033	11534.937872104223	26766.605737625567	100363.848085	97069.6986177			44471.4564734	46419.6884199			4613.28320989	4599.92511777			2491.31932547	5726.70861892			4996.02235244	10478.0188662			4015.73867159	4906.30028524			17319.1019255	23754.0528225			16951.5557209	21102.7768086			17354.1351227	29825.0141086	720	78	18567.7078942	25784.0927999			1.03393591939	0.958030051194	1.00290398034	0.435035112008	0.476809826003	0.818486117466	0.72910092669	0.803285552164	0.581865110256	0.720122598002	0	0	1												
